PHASE B TABLES (datapoints used in plots)
CSV: sweep_phaseB.csv

Aggregation note: NaN values are excluded from means/min/max and from n.

This version keeps only the thesis-useful tables and removes low-value/redundant plot summaries.

==========================================================================================
TABLE: K_vs_nusers

n_users  | series               | mean         | std          | min        | max        | n  
500      | A2 bal+split+qos     | 0.10490001998841758 | 0.01748096785580312 | 0.0883931999560445 | 0.1334418000187724 | 5  
500      | A3 bal+split+qos+lb  | 0.1426493800245225 | 0.01660252035767845 | 0.1230510000605136 | 0.16638970002532 | 5  
600      | A0 pure+split        | 0.0732477400451898 | 0.012227664363169055 | 0.0612194000277668 | 0.095759900053963 | 5  
600      | A1 bal+split         | 0.07151053999550636 | 0.013343460697209732 | 0.0599261000752449 | 0.0976207999046891 | 5  
600      | A2 bal+split+qos     | 0.1297324799932539 | 0.018119279574106743 | 0.1027331999503076 | 0.1511444000061601 | 5  
600      | A3 bal+split+qos+lb  | 0.16423957990482446 | 0.018307996524880826 | 0.1302764997817576 | 0.1853464997839182 | 5  
700      | A0 pure+split        | 0.08078129999339578 | 0.012465194347090222 | 0.071082100039348 | 0.1051379998680204 | 5  
700      | A1 bal+split         | 0.08572693993337445 | 0.01171425692578177 | 0.0709747998043894 | 0.101715600118041 | 5  
700      | A2 bal+split+qos     | 0.12377933999523516 | 0.01910726466766751 | 0.1022309002000838 | 0.1595371998846531 | 5  
700      | A3 bal+split+qos+lb  | 0.1755582600831985 | 0.03174957390540959 | 0.1449149001855403 | 0.2255909999366849 | 5  
800      | A0 pure+split        | 0.09993614000268272 | 0.021374145729931848 | 0.0737838000059127 | 0.1326768998987972 | 5  
800      | A1 bal+split         | 0.0874600800219923 | 0.01598258749511168 | 0.0664715999737382 | 0.1086190999485552 | 5  
800      | A2 bal+split+qos     | 0.1462329999543726 | 0.03501600954764443 | 0.1134886997751891 | 0.2125162000302225 | 5  
800      | A3 bal+split+qos+lb  | 0.222001300053671 | 0.033615554460748674 | 0.1773449999745935 | 0.2790413999464363 | 5  
900      | A0 pure+split        | 0.09141488000750538 | 0.0048309426272269106 | 0.0825100999791175 | 0.0971514000557363 | 5  
900      | A1 bal+split         | 0.09817739999853069 | 0.011825389855053759 | 0.0855371998623013 | 0.1177262999117374 | 5  
900      | A2 bal+split+qos     | 0.16082355999387796 | 0.027105359677072408 | 0.1311235001776367 | 0.2044406998902559 | 5  
900      | A3 bal+split+qos+lb  | 0.22925797994248565 | 0.025417850510841406 | 0.1990302000194788 | 0.2685388000681996 | 5  
1000     | A0 pure+split        | 0.13147976002655923 | 0.06329913264506125 | 0.0878639998845756 | 0.2572451001033187 | 5  
1000     | A1 bal+split         | 0.10176140004768963 | 0.009430860534668965 | 0.0909182000905275 | 0.1161549999378621 | 5  
1000     | A2 bal+split+qos     | 0.15686001991853113 | 0.01571221257271898 | 0.1387419998645782 | 0.1848585000261664 | 5  
1000     | A3 bal+split+qos+lb  | 0.2758346600458026 | 0.024400145537340646 | 0.2437416000757366 | 0.3034580999519676 | 5  
1250     | A0 pure+split        | 1.0600226399954409 | 1.0072748666107736 | 0.1575925999786704 | 2.759161199908704 | 5  
1250     | A1 bal+split         | 0.14542751996777947 | 0.021653915865508834 | 0.1138030998408794 | 0.1762109000701457 | 5  
1250     | A2 bal+split+qos     | 0.20479219993576409 | 0.041140735150604464 | 0.1559046998154372 | 0.2551345000974834 | 5  
1250     | A3 bal+split+qos+lb  | 0.2910857199691236 | 0.051948753937543286 | 0.2374179998878389 | 0.384451599791646 | 5  
1500     | A0 pure+split        | 1.4610649799928068 | 0.8378437209871217 | 0.1350316000171005 | 2.539297499926761 | 5  
1500     | A1 bal+split         | 0.1351576400455087 | 0.019412024523084003 | 0.1122951998841017 | 0.1703340001404285 | 5  
1500     | A2 bal+split+qos     | 0.2220572000369429 | 0.02970084729360523 | 0.1792063000611961 | 0.2563777000177651 | 5  
1500     | A3 bal+split+qos+lb  | 0.40484847999177875 | 0.0790495331114395 | 0.3457858001347631 | 0.5602434000466019 | 5  
1750     | A0 pure+split        | 2.3834479799959807 | 2.917813228535902 | 0.1352844000793993 | 7.981023499974981 | 5  
1750     | A1 bal+split         | 0.1688464200124144 | 0.021003438690592693 | 0.1325809999834746 | 0.1953213999513536 | 5  
1750     | A2 bal+split+qos     | 0.2830529200378805 | 0.043586902711533135 | 0.2319374000653624 | 0.3501790000591427 | 5  
1750     | A3 bal+split+qos+lb  | 0.4531812399625778 | 0.025473534040713286 | 0.4206961998715997 | 0.4960063002072274 | 5  
2000     | A0 pure+split        | 3.7994490400422363 | 2.2980917800302385 | 0.1628447999246418 | 6.286690500099212 | 5  
2000     | A1 bal+split         | 0.18422075998969373 | 0.02288612467026398 | 0.1531695001758635 | 0.219757999991998 | 5  
2000     | A2 bal+split+qos     | 0.33222996001131827 | 0.0675098493289086 | 0.2431539001408964 | 0.404522999888286 | 5  
2000     | A3 bal+split+qos+lb  | 0.5444440400227905 | 0.06386174973762573 | 0.4190251999534666 | 0.588793900096789 | 5  
2250     | A0 pure+split        | 4.66293671997264 | 3.781737294117916 | 0.1982215999159962 | 10.051731399958951 | 5  
2250     | A1 bal+split         | 0.19591410001739856 | 0.010964140217757943 | 0.1823629999998957 | 0.2139644001144915 | 5  
2250     | A2 bal+split+qos     | 0.34543731990270315 | 0.04039340717318483 | 0.3042474999092519 | 0.4141342998482287 | 5  
2250     | A3 bal+split+qos+lb  | 0.5432773600332439 | 0.07538071761716937 | 0.47376439999789 | 0.6847300000954419 | 5  
2500     | A0 pure+split        | 5.069966159993783 | 2.7007505447685802 | 0.2483153999783098 | 8.013094699941576 | 5  
2500     | A1 bal+split         | 0.23293090001679953 | 0.04436723877515791 | 0.1830607000738382 | 0.2990552999544889 | 5  
2500     | A2 bal+split+qos     | 0.3947296199388802 | 0.05869948285399411 | 0.3263561998028308 | 0.4772977998945862 | 5  
2500     | A3 bal+split+qos+lb  | 0.647344799991697 | 0.11531367127818148 | 0.5396132001187652 | 0.8306857999414206 | 5  
2750     | A0 pure+split        | 5.842143979948014 | 3.0498396824948424 | 0.2278168001212179 | 9.398076699813828 | 5  
2750     | A1 bal+split         | 0.2371067800559103 | 0.03923930296800146 | 0.2012809999287128 | 0.3086631000041961 | 5  
2750     | A2 bal+split+qos     | 0.39093545996584 | 0.0649280720719391 | 0.3355627998244017 | 0.5140648998785764 | 5  
2750     | A3 bal+split+qos+lb  | 0.6793474399950356 | 0.10959781072527867 | 0.5353337000124156 | 0.8684557999949902 | 5  
3000     | A0 pure+split        | 4.2268174200318755 | 5.396694272798513 | 0.2406091999728232 | 14.754528400022537 | 5  
3000     | A1 bal+split         | 1.6026402600575238 | 2.6551912386742864 | 0.2163855000399053 | 6.912352900020778 | 5  
3000     | A2 bal+split+qos     | 2.891521120071411 | 5.000435408783415 | 0.3536839000880718 | 12.892223600065336 | 5  
3000     | A3 bal+split+qos+lb  | 4.714823260018603 | 7.812512134893196 | 0.7325830000918359 | 20.33959280001 | 5  
3500     | A0 pure+split        | 5.877195020066575 | 3.3762698096515247 | 0.4314608001150191 | 8.732125400099903 | 5  
3500     | A1 bal+split         | 0.897804560046643 | 1.0938469505890274 | 0.2616706001572311 | 3.082880000118166 | 5  
3500     | A2 bal+split+qos     | 1.4268269400577993 | 1.7367271981208807 | 0.5381020000204444 | 4.900174800073728 | 5  
3500     | A3 bal+split+qos+lb  | 2.592384960083291 | 3.439444434487583 | 0.705951200099662 | 9.46750820009038 | 5  
4000     | A0 pure+split        | 5.417095480021089 | 2.861170134193897 | 0.2811046000570059 | 8.314655700000003 | 5  
4000     | A1 bal+split         | 0.3219000600278378 | 0.008493989407671678 | 0.3081042000558227 | 0.3298610998317599 | 5  
4000     | A2 bal+split+qos     | 0.5707428200170398 | 0.04795374611487527 | 0.5027642000932246 | 0.6443924999330193 | 5  
4000     | A3 bal+split+qos+lb  | 1.0750940199941397 | 0.10538699678747822 | 0.981391299981624 | 1.2652441000100223 | 5  
4500     | A0 pure+split        | 7.506715379981324 | 5.50217613228531 | 0.3992666997946799 | 14.671981599880382 | 5  
4500     | A1 bal+split         | 0.9234191600233317 | 1.002756086415472 | 0.3637029000092298 | 2.925042800139636 | 5  
4500     | A2 bal+split+qos     | 1.474472160032019 | 1.5049788046076353 | 0.6180398999713361 | 4.47114109992981 | 5  
4500     | A3 bal+split+qos+lb  | 2.713988019991666 | 2.805267710053007 | 1.117990299826488 | 8.320820200024173 | 5  
5000     | A0 pure+split        | 6.635033119935542 | 2.551442221693199 | 3.103118799859658 | 9.924530799966304 | 5  
5000     | A1 bal+split         | 0.4564093600027263 | 0.07389946171374918 | 0.3875536001287401 | 0.5909532001242042 | 5  
5000     | A2 bal+split+qos     | 0.6927806599531323 | 0.12191283496260599 | 0.5859043998643756 | 0.8784721000120044 | 5  
5000     | A3 bal+split+qos+lb  | 1.547736840043217 | 0.6685147273282555 | 1.04103419999592 | 2.868197300005704 | 5  
5500     | A0 pure+split        | 9.493916260031984 | 4.620882801441378 | 5.877415700117126 | 18.1981611000374 | 5  
5500     | A1 bal+split         | 1.2615347000304609 | 1.5046709359807764 | 0.3789486000314355 | 4.260940100066364 | 5  
5500     | A2 bal+split+qos     | 2.0234091999940573 | 2.3892777502835285 | 0.6059340999927372 | 6.793998999986798 | 5  
5500     | A3 bal+split+qos+lb  | 3.776173800043762 | 4.251972925640897 | 1.5087419000919908 | 12.273074900032952 | 5  
6000     | A0 pure+split        | 10.165643619932235 | 3.997740470401654 | 5.331576999975368 | 15.764203199883925 | 5  
6000     | A1 bal+split         | 0.4983719799667597 | 0.1321449516787801 | 0.4013519000727683 | 0.7544334998819977 | 5  
6000     | A2 bal+split+qos     | 0.8563014200422913 | 0.26175263335449994 | 0.6593780999537557 | 1.3659916000906378 | 5  
6000     | A3 bal+split+qos+lb  | 1.6127099599689245 | 0.4265362455423452 | 1.3279058998450637 | 2.448314300039783 | 5  
6500     | A0 pure+split        | 10.185474620014428 | 2.61389215201185 | 7.173516599927098 | 13.891029000049455 | 5  
6500     | A1 bal+split         | 0.5746286399196834 | 0.04450593874788615 | 0.4942972999997437 | 0.6245355999562889 | 5  
6500     | A2 bal+split+qos     | 0.851605279976502 | 0.056369405021263676 | 0.7688037999905646 | 0.9188228999264538 | 5  
6500     | A3 bal+split+qos+lb  | 1.833648640057072 | 0.1874907578880105 | 1.529928400181234 | 2.038551300065592 | 5  
7000     | A0 pure+split        | 8.806753979995847 | 3.5348955380570386 | 3.287257899995893 | 13.515979200135916 | 5  
7000     | A1 bal+split         | 1.2930378799326718 | 0.9597309394119639 | 0.6059017998632044 | 3.1723148999735717 | 5  
7000     | A2 bal+split+qos     | 2.036657899990678 | 1.6532287391489042 | 0.845562299946323 | 5.29700900008902 | 5  
7000     | A3 bal+split+qos+lb  | 3.9069259000010788 | 2.7562011554830597 | 1.706844900036231 | 9.227029100060465 | 5  
7500     | A0 pure+split        | 8.889149660011753 | 2.7514452329232673 | 6.610518199857324 | 14.249950099969285 | 5  
7500     | A1 bal+split         | 0.8936573000159115 | 0.5671012671248554 | 0.6053081001155078 | 2.027845999924466 | 5  
7500     | A2 bal+split+qos     | 1.4922929599881172 | 1.0285175565918536 | 0.8792659000027925 | 3.5458923999685794 | 5  
7500     | A3 bal+split+qos+lb  | 3.2139245599508284 | 2.130641840125778 | 1.8997680998872968 | 7.451044199988246 | 5  

==========================================================================================
TABLE: ent_edge_pct_vs_nusers

n_users  | series               | mean         | std          | min        | max        | n  
---------------------------------------------------------------------------------------------
50       | main+qos+lb          | 7.333333333333334 | 9.043106644167024 | 0.0        | 20.0       | 5  
50       | wk demand rep        | 6.666666666666667 | 8.16496580927726 | 0.0        | 16.666666666666668 | 5  
50       | wk qos rep           | 8.0          | 16.0         | 0.0        | 40.0       | 5  
100      | main+qos+lb          | 16.48962148962149 | 8.777725041372438 | 8.333333333333334 | 33.333333333333336 | 5  
100      | wk demand rep        | 6.666666666666666 | 8.88888888888889 | 0.0        | 22.22222222222222 | 5  
100      | wk qos rep           | 4.871794871794872 | 6.607230116269296 | 0.0        | 16.666666666666668 | 5  
150      | main+qos+lb          | 20.69607843137255 | 11.139791895524185 | 8.333333333333334 | 40.0       | 5  
150      | wk demand rep        | 12.333333333333334 | 8.981462390204985 | 0.0        | 25.0       | 5  
150      | wk qos rep           | 5.676470588235294 | 5.093927451958179 | 0.0        | 12.5       | 5  
200      | main+qos+lb          | 10.643939393939394 | 7.29636310777849 | 0.0        | 18.75      | 5  
200      | wk demand rep        | 2.159090909090909 | 2.6987141106904358 | 0.0        | 6.25       | 5  
200      | wk qos rep           | 5.746753246753247 | 4.9957816579008725 | 0.0        | 12.5       | 5  
300      | main+qos+lb          | 13.65361877557 | 4.246027071156438 | 7.142857142857143 | 19.51219512195122 | 5  
300      | wk demand rep        | 4.5709507416824495 | 1.6078434276980076 | 2.857142857142857 | 7.317073170731708 | 5  
300      | wk qos rep           | 5.262736604200019 | 5.552887095034763 | 0.0        | 14.634146341463415 | 5  
400      | main+qos+lb          | 9.016963139556207 | 6.2223180249849515 | 1.7857142857142858 | 20.0       | 5  
400      | wk demand rep        | 3.6004617975092943 | 1.948602859884984 | 1.7857142857142858 | 7.317073170731708 | 5  
400      | wk qos rep           | 3.3203407632162447 | 2.5807264138231356 | 0.0        | 7.894736842105263 | 5  
500      | main+qos+lb          | 15.155210038188761 | 5.813608497149208 | 8.88888888888889 | 23.404255319148938 | 5  
500      | wk demand rep        | 5.194368673092078 | 2.041636131568388 | 3.8461538461538463 | 9.25925925925926 | 5  
500      | wk qos rep           | 3.824786324786325 | 4.0611783632706775 | 0.0        | 11.11111111111111 | 5  
600      | main+qos+lb          | 12.300946198890664 | 3.7684284925210694 | 6.349206349206349 | 17.02127659574468 | 5  
600      | wk demand rep        | 6.1790708590203725 | 3.005952849883032 | 1.694915254237288 | 11.11111111111111 | 5  
600      | wk qos rep           | 1.836696260425074 | 1.5695259638911583 | 0.0        | 3.571428571428572 | 5  
700      | main+qos+lb          | 7.5252282732570475 | 3.1397343289227138 | 2.985074626865672 | 11.864406779661016 | 5  
700      | wk demand rep        | 2.899395275438787 | 1.1798020080387082 | 1.492537313432836 | 4.285714285714286 | 5  
700      | wk qos rep           | 2.323110034974442 | 1.9130323300868677 | 0.0        | 5.714285714285714 | 5  
800      | main+qos+lb          | 10.273704406737554 | 4.551284734346137 | 4.0        | 16.455696202531644 | 5  
800      | wk demand rep        | 6.247051534083168 | 2.062253927480159 | 3.2967032967032965 | 9.333333333333334 | 5  
800      | wk qos rep           | 3.8976452311654137 | 1.2710812539581728 | 2.2988505747126435 | 5.494505494505495 | 5  
900      | main+qos+lb          | 8.564695303234457 | 2.455629266173368 | 6.493506493506493 | 13.333333333333334 | 5  
900      | wk demand rep        | 4.688793216321183 | 0.5110623839999038 | 3.896103896103896 | 5.319148936170213 | 5  
900      | wk qos rep           | 2.951583012780644 | 0.9620421008935895 | 1.2987012987012987 | 4.25531914893617 | 5  
1000     | main+qos+lb          | 7.998299032649567 | 2.9129007943722445 | 3.92156862745098 | 12.5       | 5  
1000     | wk demand rep        | 3.838943989382556 | 1.97149523491701 | 0.9174311926605504 | 6.25       | 5  
1000     | wk qos rep           | 2.6627876066293164 | 2.309387350574607 | 0.0        | 6.796116504854369 | 5  
1250     | main+qos+lb          | 8.329241833808108 | 2.6616596309735483 | 4.615384615384615 | 10.743801652892564 | 5  
1250     | wk demand rep        | 3.940874781013574 | 1.7273502062688255 | 1.6528925619834711 | 6.363636363636363 | 5  
1250     | wk qos rep           | 2.6395329583671012 | 1.3954478019226213 | 0.8        | 4.545454545454546 | 5  
1500     | main+qos+lb          | 8.083304432325145 | 1.9727359299123843 | 5.405405405405405 | 9.937888198757763 | 5  
1500     | wk demand rep        | 3.164604923173971 | 1.0118373588655245 | 1.9867549668874167 | 4.968944099378882 | 5  
1500     | wk qos rep           | 2.219319469750105 | 0.8692952800263404 | 1.3245033112582782 | 3.7267080745341614 | 5  
1750     | main+qos+lb          | 8.191779748708031 | 2.610445040212233 | 5.58659217877095 | 11.666666666666666 | 5  
1750     | wk demand rep        | 3.3797563501121592 | 0.9149015917679383 | 2.247191011235955 | 5.025125628140704 | 5  
1750     | wk qos rep           | 2.743046307175389 | 0.5935539721634007 | 1.6853932584269662 | 3.5175879396984926 | 5  
2000     | main+qos+lb          | 7.757147189961083 | 2.47403615491852 | 5.213270142180095 | 12.440191387559809 | 5  
2000     | wk demand rep        | 3.1358115479418 | 0.9511000714961834 | 2.1052631578947367 | 4.784688995215311 | 5  
2000     | wk qos rep           | 2.7687717747831853 | 0.9130837085166668 | 1.5789473684210529 | 4.30622009569378 | 5  
2250     | main+qos+lb          | 9.112014778324987 | 1.0308247189872728 | 7.623318385650224 | 10.546875  | 5  
2250     | wk demand rep        | 4.408099655275084 | 1.4300029695611922 | 2.690582959641256 | 6.6371681415929205 | 5  
2250     | wk qos rep           | 3.9901103144114094 | 0.4937620049470947 | 3.515625   | 4.867256637168142 | 5  
2500     | main+qos+lb          | 8.884364723121953 | 1.069553680552223 | 7.509881422924901 | 10.26615969581749 | 5  
2500     | wk demand rep        | 4.836179560364506 | 1.2279516064674247 | 3.389830508474576 | 7.1146245059288535 | 5  
2500     | wk qos rep           | 2.5920212016038047 | 0.5227379300995791 | 1.9011406844106464 | 3.389830508474576 | 5  
2750     | main+qos+lb          | 8.412206149240086 | 1.6853081476761367 | 5.841924398625429 | 11.151079136690647 | 5  
2750     | wk demand rep        | 3.6903551236626755 | 1.070752190024656 | 2.272727272727273 | 5.39568345323741 | 5  
2750     | wk qos rep           | 2.5499633726448447 | 0.7429926305091694 | 1.7006802721088434 | 3.7800687285223367 | 5  
3000     | main+qos+lb          | 6.916237112696355 | 2.3230612496935295 | 4.0        | 10.96774193548387 | 5  
3000     | wk demand rep        | 4.301773557424098 | 1.4078892384723114 | 2.9220779220779223 | 6.185567010309279 | 5  
3000     | wk qos rep           | 3.1083722791854798 | 0.7118297362451519 | 2.287581699346405 | 4.123711340206185 | 5  
3500     | main+qos+lb          | 6.285060557163688 | 1.051386270485063 | 4.733727810650888 | 7.803468208092486 | 5  
3500     | wk demand rep        | 3.469608875258403 | 0.590023615136717 | 2.662721893491124 | 4.46927374301676 | 5  
3500     | wk qos rep           | 2.995391306521905 | 0.7324192853008147 | 1.881720430107527 | 4.142011834319527 | 5  
4000     | main+qos+lb          | 7.141071260655787 | 1.516691272588837 | 5.412371134020619 | 9.898477157360404 | 5  
4000     | wk demand rep        | 4.18536859967615 | 1.1199181888386636 | 2.31958762886598 | 5.83756345177665 | 5  
4000     | wk qos rep           | 2.711106249672176 | 0.3232857405302088 | 2.2222222222222223 | 3.0927835051546397 | 5  
4500     | main+qos+lb          | 7.4861659778957375 | 0.9692037007647022 | 6.053268765133172 | 8.726415094339623 | 5  
4500     | wk demand rep        | 3.3831048209008308 | 0.49760356739123507 | 2.7777777777777777 | 4.245283018867925 | 5  
4500     | wk qos rep           | 2.5642060166070264 | 0.6583332541250322 | 1.2820512820512822 | 3.0660377358490565 | 5  
5000     | main+qos+lb          | 6.889967329715148 | 0.8450667299030994 | 5.907172995780591 | 8.316831683168317 | 5  
5000     | wk demand rep        | 3.3990957619547233 | 0.6405437015983493 | 2.681992337164751 | 4.219409282700422 | 5  
5000     | wk qos rep           | 2.513976413752905 | 0.6274472245098173 | 1.7241379310344829 | 3.488372093023256 | 5  
5500     | main+qos+lb          | 6.358395874159534 | 0.6218015130614223 | 5.575539568345324 | 7.117437722419929 | 5  
5500     | wk demand rep        | 3.394133606129882 | 0.4134862986775974 | 2.987697715289982 | 3.9145907473309607 | 5  
5500     | wk qos rep           | 2.3250307582527663 | 0.30460096629044386 | 1.7793594306049825 | 2.697841726618705 | 5  
6000     | main+qos+lb          | 6.168708992533867 | 1.5111468002744806 | 4.25531914893617 | 8.64       | 5  
6000     | wk demand rep        | 3.134187195422112 | 0.507553957013559 | 2.6359143327841843 | 4.0        | 5  
6000     | wk qos rep           | 2.6504070457365967 | 0.6364380205165465 | 1.4729950900163666 | 3.33889816360601 | 5  
6500     | main+qos+lb          | 6.195352550791497 | 1.121228327137047 | 4.504504504504505 | 8.0        | 5  
6500     | wk demand rep        | 3.4335323891738083 | 1.1109368152830352 | 2.366863905325444 | 5.167173252279635 | 5  
6500     | wk qos rep           | 2.6323993052256673 | 0.21543400272702304 | 2.2796352583586628 | 2.945508100147276 | 5  
7000     | main+qos+lb          | 6.347794010385841 | 1.6908937541066136 | 4.166666666666667 | 9.20863309352518 | 5  
7000     | wk demand rep        | 2.7936173768171746 | 0.6575719578542427 | 2.158273381294964 | 4.052098408104197 | 5  
7000     | wk qos rep           | 2.6185367811717084 | 0.8947987400836247 | 1.0057471264367817 | 3.741007194244604 | 5  
7500     | main+qos+lb          | 6.64430044951461 | 1.1390667925144313 | 5.236270753512133 | 8.137931034482758 | 5  
7500     | wk demand rep        | 3.696814975701365 | 1.0650439195181178 | 2.275769745649264 | 5.103448275862069 | 5  
7500     | wk qos rep           | 2.9838292238614925 | 1.0667690799000702 | 1.7402945113788488 | 4.383561643835616 | 5  

==========================================================================================
TABLE: system_assoc_K_vs_nusers

n_users  | series               | mean         | std          | min        | max        | n  
---------------------------------------------------------------------------------------------
50       | balanced max elev    | 32.4         | 2.8000000000000003 | 27.0       | 35.0       | 5  
50       | max service time     | 32.4         | 2.8000000000000003 | 27.0       | 35.0       | 5  
50       | pure max elev        | 32.4         | 2.8000000000000003 | 27.0       | 35.0       | 5  
100      | balanced max elev    | 55.6         | 3.7735924528226414 | 49.0       | 59.0       | 5  
100      | max service time     | 55.6         | 3.7735924528226414 | 49.0       | 59.0       | 5  
100      | pure max elev        | 55.6         | 3.7735924528226414 | 49.0       | 59.0       | 5  
150      | balanced max elev    | 76.0         | 5.291502622129181 | 67.0       | 83.0       | 5  
150      | max service time     | 76.0         | 5.291502622129181 | 67.0       | 83.0       | 5  
150      | pure max elev        | 76.0         | 5.291502622129181 | 67.0       | 83.0       | 5  
200      | balanced max elev    | 95.4         | 4.2708313008125245 | 89.0       | 101.0      | 5  
200      | max service time     | 95.4         | 4.2708313008125245 | 89.0       | 101.0      | 5  
200      | pure max elev        | 95.4         | 4.2708313008125245 | 89.0       | 101.0      | 5  
300      | balanced max elev    | 128.8        | 4.534313619501853 | 121.0      | 135.0      | 5  
300      | max service time     | 128.8        | 4.534313619501853 | 121.0      | 135.0      | 5  
300      | pure max elev        | 128.8        | 4.534313619501853 | 121.0      | 135.0      | 5  
400      | balanced max elev    | 164.8        | 8.681013765684282 | 156.0      | 181.0      | 5  
400      | max service time     | 164.8        | 8.681013765684282 | 156.0      | 181.0      | 5  
400      | pure max elev        | 164.8        | 8.681013765684282 | 156.0      | 181.0      | 5  
500      | balanced max elev    | 186.2        | 9.173875952943773 | 176.0      | 200.0      | 5  
500      | max service time     | 186.2        | 9.173875952943773 | 176.0      | 200.0      | 5  
500      | pure max elev        | 186.2        | 9.173875952943773 | 176.0      | 200.0      | 5  
600      | balanced max elev    | 214.4        | 6.151422599691879 | 206.0      | 224.0      | 5  
600      | max service time     | 214.4        | 6.151422599691879 | 206.0      | 224.0      | 5  
600      | pure max elev        | 214.4        | 6.151422599691879 | 206.0      | 224.0      | 5  
700      | balanced max elev    | 239.4        | 7.9397732965116825 | 228.0      | 252.0      | 5  
700      | max service time     | 239.4        | 7.9397732965116825 | 228.0      | 252.0      | 5  
700      | pure max elev        | 239.4        | 7.9397732965116825 | 228.0      | 252.0      | 5  
800      | balanced max elev    | 263.2        | 14.524462124292244 | 253.0      | 292.0      | 5  
800      | max service time     | 257.5        | 2.692582403567252 | 253.0      | 260.0      | 4  
800      | pure max elev        | 271.2        | 18.21428011204396 | 253.0      | 306.0      | 5  
900      | balanced max elev    | 292.8        | 22.480213522117623 | 269.0      | 322.0      | 5  
900      | max service time     | nan          | nan          | nan        | nan        | 0  
900      | pure max elev        | 301.8        | 17.70197729068705 | 284.0      | 330.0      | 5  
1000     | balanced max elev    | 311.4        | 17.269626515938324 | 294.0      | 336.0      | 5  
1000     | max service time     | nan          | nan          | nan        | nan        | 0  
1000     | pure max elev        | 324.4        | 22.132329294495868 | 292.0      | 356.0      | 5  
1250     | balanced max elev    | 364.6        | 21.90525051214891 | 342.0      | 400.0      | 5  
1250     | max service time     | nan          | nan          | nan        | nan        | 0  
1250     | pure max elev        | 375.5        | 19.5         | 356.0      | 395.0      | 2  
1500     | balanced max elev    | 414.6        | 28.032837887021 | 391.0      | 458.0      | 5  
1500     | max service time     | 401.0        | 0.0          | 401.0      | 401.0      | 1  
1500     | pure max elev        | 457.0        | 0.0          | 457.0      | 457.0      | 1  
1750     | balanced max elev    | 470.4        | 31.058654188486663 | 431.0      | 513.0      | 5  
1750     | max service time     | 442.0        | 13.638181696985855 | 424.0      | 457.0      | 3  
1750     | pure max elev        | 481.5        | 16.5         | 465.0      | 498.0      | 2  
2000     | balanced max elev    | 519.8        | 22.754340245324627 | 477.0      | 545.0      | 5  
2000     | max service time     | 491.5        | 4.5          | 487.0      | 496.0      | 2  
2000     | pure max elev        | 531.0        | 0.0          | 531.0      | 531.0      | 2  
2250     | balanced max elev    | 576.8        | 19.1666376811375 | 545.0      | 605.0      | 5  
2250     | max service time     | 508.0        | 0.0          | 508.0      | 508.0      | 1  
2250     | pure max elev        | 560.3333333333334 | 14.290634073484012 | 543.0      | 578.0      | 3  
2500     | balanced max elev    | 609.2        | 29.14378149794566 | 572.0      | 646.0      | 5  
2500     | max service time     | 594.0        | 0.0          | 594.0      | 594.0      | 1  
2500     | pure max elev        | 635.0        | 0.0          | 635.0      | 635.0      | 1  
2750     | balanced max elev    | 656.4        | 23.44013651837378 | 619.0      | 683.0      | 5  
2750     | max service time     | 610.0        | 0.0          | 610.0      | 610.0      | 1  
2750     | pure max elev        | 684.0        | 0.0          | 684.0      | 684.0      | 1  
3000     | balanced max elev    | 687.0        | 21.004761364985796 | 659.0      | 710.0      | 5  
3000     | max service time     | 652.0        | 0.0          | 652.0      | 652.0      | 1  
3000     | pure max elev        | 714.0        | 9.0          | 705.0      | 723.0      | 2  
3500     | balanced max elev    | 778.0        | 41.42945811858996 | 725.0      | 834.0      | 5  
3500     | max service time     | 744.0        | 0.0          | 744.0      | 744.0      | 1  
3500     | pure max elev        | 827.0        | 0.0          | 827.0      | 827.0      | 1  
4000     | balanced max elev    | 829.0        | 38.848423391432505 | 781.0      | 884.0      | 5  
4000     | max service time     | 832.5        | 35.5         | 797.0      | 868.0      | 2  
4000     | pure max elev        | 819.0        | 0.0          | 819.0      | 819.0      | 1  
4500     | balanced max elev    | 913.6        | 51.94073545878995 | 847.0      | 982.0      | 5  
4500     | max service time     | 893.5        | 42.5         | 851.0      | 936.0      | 2  
4500     | pure max elev        | 876.0        | 0.0          | 876.0      | 876.0      | 1  
5000     | balanced max elev    | 973.6        | 44.45492098744525 | 923.0      | 1034.0     | 5  
5000     | max service time     | nan          | nan          | nan        | nan        | 0  
5000     | pure max elev        | nan          | nan          | nan        | nan        | 0  
5500     | balanced max elev    | 1052.8       | 41.325052934025386 | 988.0      | 1091.0     | 5  
5500     | max service time     | nan          | nan          | nan        | nan        | 0  
5500     | pure max elev        | nan          | nan          | nan        | nan        | 0  
6000     | balanced max elev    | 1100.4       | 52.72798118646304 | 1030.0     | 1187.0     | 5  
6000     | max service time     | nan          | nan          | nan        | nan        | 0  
6000     | pure max elev        | nan          | nan          | nan        | nan        | 0  
6500     | balanced max elev    | 1166.6       | 50.110278386774105 | 1096.0     | 1247.0     | 5  
6500     | max service time     | 1071.0       | 0.0          | 1071.0     | 1071.0     | 1  
6500     | pure max elev        | nan          | nan          | nan        | nan        | 0  
7000     | balanced max elev    | 1231.4       | 36.14194239384485 | 1172.0     | 1279.0     | 5  
