PHASE B TABLES (datapoints used in plots)
CSV: sweep_phaseB.csv

Aggregation note: NaN values are excluded from means/min/max and from n.

This version keeps only the thesis-useful tables and removes low-value/redundant plot summaries.

==========================================================================================
TABLE: K_vs_nusers

n_users  | series               | mean         | std          | min        | max        | n  
150      | A0 pure+split        | 76.0         | 5.291502622129181 | 67.0       | 83.0       | 5  
150      | A1 bal+split         | 76.0         | 5.291502622129181 | 67.0       | 83.0       | 5  
150      | A2 bal+split+qos     | 76.0         | 5.291502622129181 | 67.0       | 83.0       | 5  
150      | A3 bal+split+qos+lb  | 76.0         | 5.291502622129181 | 67.0       | 83.0       | 5  
200      | A0 pure+split        | 95.4         | 4.2708313008125245 | 89.0       | 101.0      | 5  
200      | A1 bal+split         | 95.4         | 4.2708313008125245 | 89.0       | 101.0      | 5  
200      | A2 bal+split+qos     | 95.4         | 4.2708313008125245 | 89.0       | 101.0      | 5  
200      | A3 bal+split+qos+lb  | 95.4         | 4.2708313008125245 | 89.0       | 101.0      | 5  
300      | A0 pure+split        | 128.8        | 4.534313619501853 | 121.0      | 135.0      | 5  
300      | A1 bal+split         | 128.8        | 4.534313619501853 | 121.0      | 135.0      | 5  
300      | A2 bal+split+qos     | 128.8        | 4.534313619501853 | 121.0      | 135.0      | 5  
300      | A3 bal+split+qos+lb  | 128.8        | 4.534313619501853 | 121.0      | 135.0      | 5  
400      | A0 pure+split        | 164.8        | 8.681013765684282 | 156.0      | 181.0      | 5  
400      | A1 bal+split         | 164.8        | 8.681013765684282 | 156.0      | 181.0      | 5  
400      | A2 bal+split+qos     | 164.8        | 8.681013765684282 | 156.0      | 181.0      | 5  
400      | A3 bal+split+qos+lb  | 164.8        | 8.681013765684282 | 156.0      | 181.0      | 5  
500      | A0 pure+split        | 186.2        | 9.173875952943773 | 176.0      | 200.0      | 5  
500      | A1 bal+split         | 186.2        | 9.173875952943773 | 176.0      | 200.0      | 5  
500      | A2 bal+split+qos     | 186.2        | 9.173875952943773 | 176.0      | 200.0      | 5  
500      | A3 bal+split+qos+lb  | 186.2        | 9.173875952943773 | 176.0      | 200.0      | 5  
600      | A0 pure+split        | 214.4        | 6.151422599691879 | 206.0      | 224.0      | 5  
600      | A1 bal+split         | 214.4        | 6.151422599691879 | 206.0      | 224.0      | 5  
600      | A2 bal+split+qos     | 214.4        | 6.151422599691879 | 206.0      | 224.0      | 5  
600      | A3 bal+split+qos+lb  | 214.4        | 6.151422599691879 | 206.0      | 224.0      | 5  
700      | A0 pure+split        | 239.4        | 7.9397732965116825 | 228.0      | 252.0      | 5  
700      | A1 bal+split         | 239.4        | 7.9397732965116825 | 228.0      | 252.0      | 5  
700      | A2 bal+split+qos     | 239.4        | 7.9397732965116825 | 228.0      | 252.0      | 5  
700      | A3 bal+split+qos+lb  | 239.4        | 7.9397732965116825 | 228.0      | 252.0      | 5  
800      | A0 pure+split        | 271.2        | 18.21428011204396 | 253.0      | 306.0      | 5  
800      | A1 bal+split         | 263.2        | 14.524462124292244 | 253.0      | 292.0      | 5  
800      | A2 bal+split+qos     | 263.2        | 14.524462124292244 | 253.0      | 292.0      | 5  
800      | A3 bal+split+qos+lb  | 263.2        | 14.524462124292244 | 253.0      | 292.0      | 5  
900      | A0 pure+split        | 301.8        | 17.70197729068705 | 284.0      | 330.0      | 5  
900      | A1 bal+split         | 292.8        | 22.480213522117623 | 269.0      | 322.0      | 5  
900      | A2 bal+split+qos     | 292.8        | 22.480213522117623 | 269.0      | 322.0      | 5  
900      | A3 bal+split+qos+lb  | 292.8        | 22.480213522117623 | 269.0      | 322.0      | 5  
1000     | A0 pure+split        | 324.4        | 22.132329294495868 | 292.0      | 356.0      | 5  
1000     | A1 bal+split         | 311.4        | 17.269626515938324 | 294.0      | 336.0      | 5  
1000     | A2 bal+split+qos     | 311.4        | 17.269626515938324 | 294.0      | 336.0      | 5  
1000     | A3 bal+split+qos+lb  | 311.4        | 17.269626515938324 | 294.0      | 336.0      | 5  
1250     | A0 pure+split        | 375.5        | 19.5         | 356.0      | 395.0      | 2  
1250     | A1 bal+split         | 364.6        | 21.90525051214891 | 342.0      | 400.0      | 5  
1250     | A2 bal+split+qos     | 364.6        | 21.90525051214891 | 342.0      | 400.0      | 5  
1250     | A3 bal+split+qos+lb  | 364.6        | 21.90525051214891 | 342.0      | 400.0      | 5  
1500     | A0 pure+split        | 457.0        | 0.0          | 457.0      | 457.0      | 1  
1500     | A1 bal+split         | 414.6        | 28.032837887021 | 391.0      | 458.0      | 5  
1500     | A2 bal+split+qos     | 414.6        | 28.032837887021 | 391.0      | 458.0      | 5  
1500     | A3 bal+split+qos+lb  | 414.6        | 28.032837887021 | 391.0      | 458.0      | 5  
1750     | A0 pure+split        | 481.5        | 16.5         | 465.0      | 498.0      | 2  
1750     | A1 bal+split         | 470.4        | 31.058654188486663 | 431.0      | 513.0      | 5  
1750     | A2 bal+split+qos     | 470.4        | 31.058654188486663 | 431.0      | 513.0      | 5  
1750     | A3 bal+split+qos+lb  | 470.4        | 31.058654188486663 | 431.0      | 513.0      | 5  
2000     | A0 pure+split        | 531.0        | 0.0          | 531.0      | 531.0      | 2  
2000     | A1 bal+split         | 519.8        | 22.754340245324627 | 477.0      | 545.0      | 5  
2000     | A2 bal+split+qos     | 519.8        | 22.754340245324627 | 477.0      | 545.0      | 5  
2000     | A3 bal+split+qos+lb  | 519.8        | 22.754340245324627 | 477.0      | 545.0      | 5  
2250     | A0 pure+split        | 560.3333333333334 | 14.290634073484012 | 543.0      | 578.0      | 3  
2250     | A1 bal+split         | 576.8        | 19.1666376811375 | 545.0      | 605.0      | 5  
2250     | A2 bal+split+qos     | 576.8        | 19.1666376811375 | 545.0      | 605.0      | 5  
2250     | A3 bal+split+qos+lb  | 576.8        | 19.1666376811375 | 545.0      | 605.0      | 5  
2500     | A0 pure+split        | 635.0        | 0.0          | 635.0      | 635.0      | 1  
2500     | A1 bal+split         | 609.2        | 29.14378149794566 | 572.0      | 646.0      | 5  
2500     | A2 bal+split+qos     | 609.2        | 29.14378149794566 | 572.0      | 646.0      | 5  
2500     | A3 bal+split+qos+lb  | 609.2        | 29.14378149794566 | 572.0      | 646.0      | 5  
2750     | A0 pure+split        | 684.0        | 0.0          | 684.0      | 684.0      | 1  
2750     | A1 bal+split         | 656.4        | 23.44013651837378 | 619.0      | 683.0      | 5  
2750     | A2 bal+split+qos     | 656.4        | 23.44013651837378 | 619.0      | 683.0      | 5  
2750     | A3 bal+split+qos+lb  | 656.4        | 23.44013651837378 | 619.0      | 683.0      | 5  
3000     | A0 pure+split        | 714.0        | 9.0          | 705.0      | 723.0      | 2  
3000     | A1 bal+split         | 681.5        | 20.006249023742555 | 659.0      | 710.0      | 4  
3000     | A2 bal+split+qos     | 687.0        | 21.004761364985796 | 659.0      | 710.0      | 5  
3000     | A3 bal+split+qos+lb  | 687.0        | 21.004761364985796 | 659.0      | 710.0      | 5  
3500     | A0 pure+split        | 827.0        | 0.0          | 827.0      | 827.0      | 1  
3500     | A1 bal+split         | 778.0        | 41.42945811858996 | 725.0      | 834.0      | 5  
3500     | A2 bal+split+qos     | 778.0        | 41.42945811858996 | 725.0      | 834.0      | 5  
3500     | A3 bal+split+qos+lb  | 778.0        | 41.42945811858996 | 725.0      | 834.0      | 5  
4000     | A0 pure+split        | 819.0        | 0.0          | 819.0      | 819.0      | 1  
4000     | A1 bal+split         | 829.0        | 38.848423391432505 | 781.0      | 884.0      | 5  
4000     | A2 bal+split+qos     | 829.0        | 38.848423391432505 | 781.0      | 884.0      | 5  
4000     | A3 bal+split+qos+lb  | 829.0        | 38.848423391432505 | 781.0      | 884.0      | 5  
4500     | A0 pure+split        | 876.0        | 0.0          | 876.0      | 876.0      | 1  
4500     | A1 bal+split         | 913.6        | 51.94073545878995 | 847.0      | 982.0      | 5  
4500     | A2 bal+split+qos     | 913.6        | 51.94073545878995 | 847.0      | 982.0      | 5  
4500     | A3 bal+split+qos+lb  | 913.6        | 51.94073545878995 | 847.0      | 982.0      | 5  
5000     | A0 pure+split        | nan          | nan          | nan        | nan        | 0  
5000     | A1 bal+split         | 973.6        | 44.45492098744525 | 923.0      | 1034.0     | 5  
5000     | A2 bal+split+qos     | 973.6        | 44.45492098744525 | 923.0      | 1034.0     | 5  
5000     | A3 bal+split+qos+lb  | 973.6        | 44.45492098744525 | 923.0      | 1034.0     | 5  
5500     | A0 pure+split        | nan          | nan          | nan        | nan        | 0  
5500     | A1 bal+split         | 1052.8       | 41.325052934025386 | 988.0      | 1091.0     | 5  
5500     | A2 bal+split+qos     | 1052.8       | 41.325052934025386 | 988.0      | 1091.0     | 5  
5500     | A3 bal+split+qos+lb  | 1052.8       | 41.325052934025386 | 988.0      | 1091.0     | 5  
6000     | A0 pure+split        | nan          | nan          | nan        | nan        | 0  
6000     | A1 bal+split         | 1100.4       | 52.72798118646304 | 1030.0     | 1187.0     | 5  
6000     | A2 bal+split+qos     | 1100.4       | 52.72798118646304 | 1030.0     | 1187.0     | 5  
6000     | A3 bal+split+qos+lb  | 1100.4       | 52.72798118646304 | 1030.0     | 1187.0     | 5  
6500     | A0 pure+split        | nan          | nan          | nan        | nan        | 0  
6500     | A1 bal+split         | 1166.6       | 50.110278386774105 | 1096.0     | 1247.0     | 5  
6500     | A2 bal+split+qos     | 1166.6       | 50.110278386774105 | 1096.0     | 1247.0     | 5  
6500     | A3 bal+split+qos+lb  | 1166.6       | 50.110278386774105 | 1096.0     | 1247.0     | 5  
7000     | A0 pure+split        | nan          | nan          | nan        | nan        | 0  
7000     | A1 bal+split         | 1231.4       | 36.14194239384485 | 1172.0     | 1279.0     | 5  
7000     | A2 bal+split+qos     | 1231.4       | 36.14194239384485 | 1172.0     | 1279.0     | 5  
7000     | A3 bal+split+qos+lb  | 1231.4       | 36.14194239384485 | 1172.0     | 1279.0     | 5  
7500     | A0 pure+split        | nan          | nan          | nan        | nan        | 0  
7500     | A1 bal+split         | 1294.6       | 37.07613787869497 | 1254.0     | 1354.0     | 5  
7500     | A2 bal+split+qos     | 1294.6       | 37.07613787869497 | 1254.0     | 1354.0     | 5  
7500     | A3 bal+split+qos+lb  | 1294.6       | 37.07613787869497 | 1254.0     | 1354.0     | 5  

==========================================================================================
TABLE: ablation_Umax_vs_nusers

n_users  | series               | mean         | std          | min        | max        | n  
---------------------------------------------------------------------------------------------
50       | A0 pure+split        | 0.08304636604253106 | 0.024484845050537645 | 0.0566468786181025 | 0.1232675362476932 | 5  
50       | A1 bal+split         | 0.08304636604253106 | 0.024484845050537645 | 0.0566468786181025 | 0.1232675362476932 | 5  
50       | A2 bal+split+qos     | 0.08304636604253106 | 0.024484845050537645 | 0.0566468786181025 | 0.1232675362476932 | 5  
50       | A3 bal+split+qos+lb  | 0.08304636604253106 | 0.024484845050537645 | 0.0566468786181025 | 0.1232675362476932 | 5  
100      | A0 pure+split        | 0.1095281941718063 | 0.026467611219635916 | 0.0772988510204923 | 0.1479278766032509 | 5  
100      | A1 bal+split         | 0.1095281941718063 | 0.026467611219635916 | 0.0772988510204923 | 0.1479278766032509 | 5  
100      | A2 bal+split+qos     | 0.10367818175871127 | 0.025682279460166452 | 0.0772988510204923 | 0.1479278766032509 | 5  
100      | A3 bal+split+qos+lb  | 0.09164429469908864 | 0.019835605241076065 | 0.0746677170772199 | 0.1287959018293213 | 5  
150      | A0 pure+split        | 0.15756029904537777 | 0.014586938524090409 | 0.1414970506388365 | 0.1826393461353434 | 5  
150      | A1 bal+split         | 0.15756029904537777 | 0.014586938524090409 | 0.1414970506388365 | 0.1826393461353434 | 5  
150      | A2 bal+split+qos     | 0.15756029904537777 | 0.014586938524090409 | 0.1414970506388365 | 0.1826393461353434 | 5  
150      | A3 bal+split+qos+lb  | 0.14970661383094813 | 0.010871694885250407 | 0.1381004548558463 | 0.168330467730121 | 5  
200      | A0 pure+split        | 0.19022255084777587 | 0.05905524212842932 | 0.1297753624482236 | 0.2686461780323341 | 5  
200      | A1 bal+split         | 0.19022255084777587 | 0.05905524212842932 | 0.1297753624482236 | 0.2686461780323341 | 5  
200      | A2 bal+split+qos     | 0.17835304165383226 | 0.05032788732410406 | 0.1297753624482236 | 0.2686461780323341 | 5  
200      | A3 bal+split+qos+lb  | 0.1668259119304221 | 0.05482429423015509 | 0.1177169091346605 | 0.2686461780323341 | 5  
300      | A0 pure+split        | 0.2213416951937047 | 0.014966421637608173 | 0.2076981498503836 | 0.2501537704347123 | 5  
300      | A1 bal+split         | 0.2213416951937047 | 0.014966421637608173 | 0.2076981498503836 | 0.2501537704347123 | 5  
300      | A2 bal+split+qos     | 0.23038309139880933 | 0.01963700771993004 | 0.2076981498503836 | 0.2574035684260625 | 5  
300      | A3 bal+split+qos+lb  | 0.19758524714612402 | 0.03583155959027465 | 0.1563372804972203 | 0.2574035684260625 | 5  
400      | A0 pure+split        | 0.3107353892976726 | 0.0667897974054429 | 0.2361606987527259 | 0.4329845652823029 | 5  
400      | A1 bal+split         | 0.3107353892976726 | 0.0667897974054429 | 0.2361606987527259 | 0.4329845652823029 | 5  
400      | A2 bal+split+qos     | 0.300389784246008 | 0.06928736340300498 | 0.2361606987527259 | 0.4329845652823029 | 5  
400      | A3 bal+split+qos+lb  | 0.1931772210538479 | 0.05884952887017149 | 0.1298882116965649 | 0.2845705808780048 | 5  
500      | A0 pure+split        | 0.3175499131818996 | 0.07564034690161904 | 0.2267566023432691 | 0.4342556852330494 | 5  
500      | A1 bal+split         | 0.3175499131818996 | 0.07564034690161904 | 0.2267566023432691 | 0.4342556852330494 | 5  
500      | A2 bal+split+qos     | 0.313411309769824 | 0.07456147140138752 | 0.2267566023432691 | 0.4342556852330494 | 5  
500      | A3 bal+split+qos+lb  | 0.21551445119221507 | 0.07583968816704195 | 0.1403320767924541 | 0.3608441916887033 | 5  
600      | A0 pure+split        | 0.39960531351832096 | 0.2044619946402808 | 0.276807146120415 | 0.8052046070333009 | 5  
600      | A1 bal+split         | 0.39960531351832096 | 0.2044619946402808 | 0.276807146120415 | 0.8052046070333009 | 5  
600      | A2 bal+split+qos     | 0.3832249745037687 | 0.21110305630910103 | 0.2662232704400544 | 0.8052046070333009 | 5  
600      | A3 bal+split+qos+lb  | 0.32040073908479777 | 0.2428717402263692 | 0.1749828023623644 | 0.8052046070333009 | 5  
700      | A0 pure+split        | 0.38989505133098995 | 0.10409101940943082 | 0.2814568876745721 | 0.5218587494252823 | 5  
700      | A1 bal+split         | 0.38989505133098995 | 0.10409101940943082 | 0.2814568876745721 | 0.5218587494252823 | 5  
700      | A2 bal+split+qos     | 0.3825240188740837 | 0.11146513879928652 | 0.2599587382070703 | 0.5218587494252823 | 5  
700      | A3 bal+split+qos+lb  | 0.26470567230373154 | 0.08876791840334619 | 0.202668599067493 | 0.4400134663404078 | 5  
800      | A0 pure+split        | 0.4710782340179647 | 0.14329694899585488 | 0.30856419969281 | 0.7169534557484432 | 5  
800      | A1 bal+split         | 0.6642674121035829 | 0.18324485486299394 | 0.4338526572446404 | 0.9383017236044208 | 5  
800      | A2 bal+split+qos     | 0.654565842728638 | 0.18163853597450544 | 0.4338526572446404 | 0.9383017236044208 | 5  
800      | A3 bal+split+qos+lb  | 0.38278507052795285 | 0.11112696064364118 | 0.2330754425252435 | 0.5467088709167331 | 5  
900      | A0 pure+split        | 0.5193660796270416 | 0.16787091615097846 | 0.2831816197385167 | 0.7912274411876582 | 5  
900      | A1 bal+split         | 0.5775222287746408 | 0.16220542867572155 | 0.3812243684920723 | 0.7912274411876582 | 5  
900      | A2 bal+split+qos     | 0.5775222287746408 | 0.16220542867572155 | 0.3812243684920723 | 0.7912274411876582 | 5  
900      | A3 bal+split+qos+lb  | 0.37457983055059885 | 0.11059098596458951 | 0.2093365480708376 | 0.4999966478838253 | 5  
1000     | A0 pure+split        | 0.6018585358026638 | 0.2964546146718666 | 0.2732989482598061 | 1.1479181113526784 | 5  
1000     | A1 bal+split         | 0.7200591738649427 | 0.22298273897771756 | 0.5068501599518435 | 1.1466856657009834 | 5  
1000     | A2 bal+split+qos     | 0.712159865643332 | 0.23095303764310074 | 0.4673536188437897 | 1.1466856657009834 | 5  
1000     | A3 bal+split+qos+lb  | 0.37075109395219236 | 0.128799313774306 | 0.2700956439103848 | 0.6147460414007541 | 5  
1250     | A0 pure+split        | 0.5443547325753467 | 0.08535420805729879 | 0.4590005245180479 | 0.6297089406326455 | 2  
1250     | A1 bal+split         | 0.853477126604632 | 0.4613951470497641 | 0.5424165258648318 | 1.7694475010059592 | 5  
1250     | A2 bal+split+qos     | 0.8481655071135636 | 0.4645533759960399 | 0.5424165258648318 | 1.7694475010059592 | 5  
1250     | A3 bal+split+qos+lb  | 0.6572881709019343 | 0.5585858701976241 | 0.3269899594946593 | 1.7694475010059592 | 5  
1500     | A0 pure+split        | 0.3657776342100363 | 0.0          | 0.3657776342100363 | 0.3657776342100363 | 1  
1500     | A1 bal+split         | 0.8962249046906573 | 0.4425797376230755 | 0.4236882184793225 | 1.7068651021847518 | 5  
1500     | A2 bal+split+qos     | 0.8962249046906573 | 0.4425797376230755 | 0.4236882184793225 | 1.7068651021847518 | 5  
1500     | A3 bal+split+qos+lb  | 0.5209516071521625 | 0.28896694508194654 | 0.2761099007598817 | 1.0795179861431394 | 5  
1750     | A0 pure+split        | 0.6841203289616116 | 0.12832552751060983 | 0.5557948014510017 | 0.8124458564722213 | 2  
1750     | A1 bal+split         | 0.700857937158777 | 0.2169356042377627 | 0.3433503780182955 | 0.9378192166900684 | 5  
1750     | A2 bal+split+qos     | 0.700857937158777 | 0.2169356042377627 | 0.3433503780182955 | 0.9378192166900684 | 5  
1750     | A3 bal+split+qos+lb  | 0.4326944262590513 | 0.1636448616304709 | 0.2195695509648197 | 0.7262728814062381 | 5  
2000     | A0 pure+split        | 0.8169814482660834 | 0.3790404700056039 | 0.4379409782604795 | 1.1960219182716874 | 2  
2000     | A1 bal+split         | 0.923392127757241 | 0.25059923847019544 | 0.5357191070976945 | 1.2540002418730851 | 5  
2000     | A2 bal+split+qos     | 0.9097248306722749 | 0.26351858666215233 | 0.5078628599965423 | 1.2540002418730851 | 5  
2000     | A3 bal+split+qos+lb  | 0.5256171212180043 | 0.194206408305334 | 0.3155155184239492 | 0.8203430009320918 | 5  
2250     | A0 pure+split        | 0.8076410809644691 | 0.3141108193485783 | 0.5363306063332915 | 1.2479130939413905 | 3  
2250     | A1 bal+split         | 0.9958503936644231 | 0.23599696466246015 | 0.5694850105690309 | 1.2479130939413905 | 5  
2250     | A2 bal+split+qos     | 0.9933045285755646 | 0.24060638090860717 | 0.5567556851247387 | 1.2479130939413905 | 5  
2250     | A3 bal+split+qos+lb  | 0.5715374919252498 | 0.22149659782239292 | 0.2893555251464293 | 0.8897681175668692 | 5  
2500     | A0 pure+split        | 1.4487452199013229 | 0.0          | 1.4487452199013229 | 1.4487452199013229 | 1  
2500     | A1 bal+split         | 1.216433843557406 | 0.39786240580639576 | 0.7593049001328881 | 1.9279034512404556 | 5  
2500     | A2 bal+split+qos     | 1.1920319299882736 | 0.36598764394828737 | 0.7593049001328881 | 1.8429071586017 | 5  
2500     | A3 bal+split+qos+lb  | 0.6743712970571875 | 0.1487654430098162 | 0.4293784995312595 | 0.8806727766443582 | 5  
2750     | A0 pure+split        | 2.011420879729979 | 0.0          | 2.011420879729979 | 2.011420879729979 | 1  
2750     | A1 bal+split         | 1.127065800317475 | 0.5043196694558492 | 0.7415161283922551 | 2.123298918142687 | 5  
2750     | A2 bal+split+qos     | 1.1133473515563685 | 0.49803851459760456 | 0.7415161283922551 | 2.0984912159591294 | 5  
2750     | A3 bal+split+qos+lb  | 0.5864676656551698 | 0.13684387671176448 | 0.4419191451082593 | 0.8316187194779766 | 5  
3000     | A0 pure+split        | 1.094292384691629 | 0.34879418025746045 | 0.7454982044341685 | 1.4430865649490894 | 2  
3000     | A1 bal+split         | 1.1487860691859337 | 0.32927613834197517 | 0.6822887154463128 | 1.6040012309865517 | 4  
3000     | A2 bal+split+qos     | 1.1002253067513246 | 0.31011418996563983 | 0.6822887154463128 | 1.6040012309865517 | 5  
3000     | A3 bal+split+qos+lb  | 0.5855448491041219 | 0.11360600940036676 | 0.3886744256503179 | 0.7322931738651665 | 5  
3500     | A0 pure+split        | 2.5505676604016707 | 0.0          | 2.5505676604016707 | 2.5505676604016707 | 1  
3500     | A1 bal+split         | 1.4290904810350706 | 0.37960250532225603 | 0.7648402983627303 | 1.8227558103610564 | 5  
3500     | A2 bal+split+qos     | 1.426816607244803 | 0.3805868318937568 | 0.7648402983627303 | 1.8227558103610564 | 5  
3500     | A3 bal+split+qos+lb  | 0.7485018757808912 | 0.1344453639163243 | 0.5670451546799462 | 0.960880497304157 | 5  
4000     | A0 pure+split        | 0.9263385056513068 | 0.0          | 0.9263385056513068 | 0.9263385056513068 | 1  
4000     | A1 bal+split         | 1.5466826069421615 | 0.446613724174475 | 1.0403663598109831 | 2.2532305317930943 | 5  
4000     | A2 bal+split+qos     | 1.5444491305389614 | 0.44941590884142996 | 1.023735981319602 | 2.2532305317930943 | 5  
4000     | A3 bal+split+qos+lb  | 0.9282682238224064 | 0.31768515174303147 | 0.5093753860487752 | 1.4046168657740314 | 5  
4500     | A0 pure+split        | 1.4848961369811755 | 0.0          | 1.4848961369811755 | 1.4848961369811755 | 1  
4500     | A1 bal+split         | 1.8418607575414705 | 0.7876427002460752 | 0.6883676358592855 | 3.0249822146738907 | 5  
4500     | A2 bal+split+qos     | 1.808735923370493 | 0.802839574203352 | 0.6516145952481588 | 3.0249822146738907 | 5  
4500     | A3 bal+split+qos+lb  | 1.0157610765548084 | 0.40092476261779103 | 0.4152380015970033 | 1.5251831517010177 | 5  
5000     | A0 pure+split        | nan          | nan          | nan        | nan        | 0  
5000     | A1 bal+split         | 2.003062468176852 | 0.6106128278851537 | 1.3015790077438634 | 3.0573096421003134 | 5  
5000     | A2 bal+split+qos     | 1.9550209196157025 | 0.6104668865814212 | 1.2532766356537843 | 3.0573096421003134 | 5  
5000     | A3 bal+split+qos+lb  | 1.0894434526471617 | 0.1807144813265169 | 0.7867001553956839 | 1.2596499496364808 | 5  
5500     | A0 pure+split        | nan          | nan          | nan        | nan        | 0  
5500     | A1 bal+split         | 1.7470013412435992 | 0.3923810984010625 | 1.1750094350346143 | 2.222933941947284 | 5  
5500     | A2 bal+split+qos     | 1.7484455043746763 | 0.3927048651113804 | 1.1750094350346143 | 2.2106840582474163 | 5  
5500     | A3 bal+split+qos+lb  | 1.058067266144024 | 0.24973274452472305 | 0.7022564837273714 | 1.4533528297445593 | 5  
6000     | A0 pure+split        | nan          | nan          | nan        | nan        | 0  
6000     | A1 bal+split         | 2.1013899675528642 | 0.6398433093131956 | 1.2752531169678023 | 2.93872341004214 | 5  
6000     | A2 bal+split+qos     | 2.0114906431330235 | 0.5430335266343382 | 1.2752531169678023 | 2.564792305748859 | 5  
6000     | A3 bal+split+qos+lb  | 1.0120412964068275 | 0.15134384360856837 | 0.8220274713529561 | 1.2863689566619594 | 5  
6500     | A0 pure+split        | nan          | nan          | nan        | nan        | 0  
6500     | A1 bal+split         | 1.9906994081305875 | 0.6044092627337602 | 1.4347712199158755 | 3.095159055714686 | 5  
6500     | A2 bal+split+qos     | 1.9533006604989205 | 0.6293787556835284 | 1.3529061678102687 | 3.095159055714686 | 5  
6500     | A3 bal+split+qos+lb  | 1.4012863031670377 | 0.8611205207936882 | 0.8063832047294539 | 3.095159055714686 | 5  
7000     | A0 pure+split        | nan          | nan          | nan        | nan        | 0  
7000     | A1 bal+split         | 2.342777571438474 | 1.3263564876788674 | 1.1340110795694447 | 4.898123724566345 | 5  
7000     | A2 bal+split+qos     | 2.3407419790901485 | 1.3282165556098822 | 1.1238331178278138 | 4.898123724566345 | 5  
7000     | A3 bal+split+qos+lb  | 1.7480110726455798 | 1.5772370901148194 | 0.8067018692830781 | 4.898123724566345 | 5  
7500     | A0 pure+split        | nan          | nan          | nan        | nan        | 0  
7500     | A1 bal+split         | 2.393518170339509 | 1.3907946804581193 | 1.1090364807587836 | 5.074129814203301 | 5  
7500     | A2 bal+split+qos     | 2.380838410048694 | 1.3932936260898123 | 1.1090364807587836 | 5.074129814203301 | 5  
7500     | A3 bal+split+qos+lb  | 1.7319797569579183 | 1.678958187757164 | 0.6333311164135671 | 5.074129814203301 | 5  

==========================================================================================
TABLE: ablation_runtime_vs_nusers

n_users  | series               | mean         | std          | min        | max        | n  
---------------------------------------------------------------------------------------------
50       | A0 pure+split        | 0.011195559985935641 | 0.0016575171331343309 | 0.0099650998599827 | 0.0144003999885171 | 5  
50       | A1 bal+split         | 0.01133989999070758 | 0.00169075676827785 | 0.0100443998817354 | 0.0145678000990301 | 5  
50       | A2 bal+split+qos     | 0.01345744002610438 | 0.0026506483854808437 | 0.0100108999758958 | 0.0169768999330699 | 5  
50       | A3 bal+split+qos+lb  | 0.01786746000871058 | 0.003407077971175723 | 0.0115867999847978 | 0.0208628000691533 | 5  
100      | A0 pure+split        | 0.019448020029813003 | 0.004170593696276303 | 0.0151167002040892 | 0.0245769000612199 | 5  
100      | A1 bal+split         | 0.016751939989626357 | 0.0019192548420113398 | 0.013340099947527 | 0.0184172000735998 | 5  
100      | A2 bal+split+qos     | 0.02417207998223598 | 0.003652636365833981 | 0.0194984001573175 | 0.0306784000713378 | 5  
100      | A3 bal+split+qos+lb  | 0.03815000001341098 | 0.008207701439514912 | 0.0298337000422179 | 0.0520102998707443 | 5  
150      | A0 pure+split        | 0.026351220021024302 | 0.004488784480501828 | 0.0227802000008523 | 0.0341233999934047 | 5  
150      | A1 bal+split         | 0.02661573998630042 | 0.004439205694724083 | 0.0227362001314759 | 0.0339848999865353 | 5  
150      | A2 bal+split+qos     | 0.04320182004012164 | 0.009815106672412347 | 0.0339796000625938 | 0.0605111999902874 | 5  
150      | A3 bal+split+qos+lb  | 0.046586640039458796 | 0.004172205480229328 | 0.0421653999947011 | 0.0526058999821543 | 5  
200      | A0 pure+split        | 0.0321356800384819 | 0.006559997818428977 | 0.0271910999435931 | 0.045070799998939 | 5  
200      | A1 bal+split         | 0.030661119986325463 | 0.006395204544359298 | 0.0241814001929014 | 0.0428286998067051 | 5  
200      | A2 bal+split+qos     | 0.0417855999898165 | 0.008481220004154058 | 0.0340267999563366 | 0.0567210000008344 | 5  
200      | A3 bal+split+qos+lb  | 0.05617613997310393 | 0.009123318658868663 | 0.043272899929434 | 0.0680426999460905 | 5  
300      | A0 pure+split        | 0.04403868000954386 | 0.004091340197389692 | 0.0391766000539064 | 0.0508160998579114 | 5  
300      | A1 bal+split         | 0.04262649999000128 | 0.004330898707673768 | 0.0394772000145167 | 0.0512017000000923 | 5  
300      | A2 bal+split+qos     | 0.07166067999787624 | 0.012836215100224717 | 0.0533425000030547 | 0.0872231998946517 | 5  
300      | A3 bal+split+qos+lb  | 0.08326876000501213 | 0.01032068153641353 | 0.0716307999100536 | 0.1001277000177651 | 5  
400      | A0 pure+split        | 0.05480320001952347 | 0.011765184770933865 | 0.0473375001456588 | 0.07823590002954 | 5  
400      | A1 bal+split         | 0.05694076004438099 | 0.011825517477971151 | 0.0476852001156657 | 0.0785515001043677 | 5  
400      | A2 bal+split+qos     | 0.08640829999931152 | 0.022636532961276434 | 0.0656119000632315 | 0.1182105999905616 | 5  
400      | A3 bal+split+qos+lb  | 0.10374343995936211 | 0.012728656991252233 | 0.0888773999176919 | 0.1242940998636186 | 5  
500      | A0 pure+split        | 0.06462939996272322 | 0.012098761775983034 | 0.0529881999827921 | 0.0852482998743653 | 5  
500      | A1 bal+split         | 0.06394160003401335 | 0.012618289565657262 | 0.0480552001390606 | 0.0834011000115424 | 5  
