metric,n_users,series,mean,std,min,max,n
sat_time_load_max,2000,MILP,20.005219129968705,7.557098255728888,13.353461299889151,32.6046593331273,5
sat_time_load_max,2000,Heuristic(payload T_max),29.00054527459443,1.7729566906608496,26.208044179727786,31.19505626401971,5
sat_time_load_max,2500,MILP,21.109545418881844,8.227955098089359,16.029975696882563,37.465202107049684,5
sat_time_load_max,2500,Heuristic(payload T_max),35.50870012531759,2.6165056369926134,30.83627190221711,38.244311883907976,5
sat_time_load_max,3000,MILP,27.595047461402864,10.007515065682927,19.772823294945916,46.86854207299815,5
sat_time_load_max,3000,Heuristic(payload T_max),42.963166988626384,3.0374254594425794,37.37551138114998,45.6594590567511,5
sat_time_load_max,3500,MILP,39.308853994168764,11.735899573787732,28.522892560723868,53.88123541568963,5
sat_time_load_max,3500,Heuristic(payload T_max),46.11551460712003,10.350333988568272,25.49008408686984,52.79474343478929,5
sat_time_load_max,4000,MILP,35.63605118267355,12.51528043345106,26.171662623532384,59.98006524716145,5
sat_time_load_max,4000,Heuristic(payload T_max),51.97537823100522,11.86379409528592,28.517885325820203,59.84535706765476,5
sat_time_load_max,4500,MILP,35.62417560151287,9.950552811402456,27.96290672203382,54.84652641599282,5
sat_time_load_max,4500,Heuristic(payload T_max),41.108408082069545,10.691218434711596,32.36941747827818,61.70403062451255,5
sat_time_load_max,5000,MILP,42.004038267611534,10.488015990313558,33.13230795736125,61.84280543837167,5
sat_time_load_max,5000,Heuristic(payload T_max),39.9486570325338,3.1106490890936955,35.79925283078165,44.7640159747963,5
sat_beam_count_max,50,MILP,23.6,3.5552777669262356,18.0,29.0,5
sat_beam_count_max,50,Heuristic(payload K_max),22.4,1.624807680927192,20.0,25.0,5
sat_beam_count_max,75,MILP,26.8,5.491812087098392,17.0,34.0,5
sat_beam_count_max,75,Heuristic(payload K_max),31.4,4.2708313008125245,25.0,37.0,5
sat_beam_count_max,100,MILP,33.0,7.9498427657407165,21.0,46.0,5
sat_beam_count_max,100,Heuristic(payload K_max),39.0,3.7416573867739413,35.0,46.0,5
sat_beam_count_max,125,MILP,36.8,7.934733769950949,25.0,50.0,5
sat_beam_count_max,125,Heuristic(payload K_max),44.0,6.752777206453653,36.0,53.0,5
sat_beam_count_max,150,MILP,42.4,7.787168933572714,29.0,51.0,5
sat_beam_count_max,150,Heuristic(payload K_max),51.4,6.1838499334961226,44.0,60.0,5
sat_beam_count_max,175,MILP,42.4,8.452218643646177,31.0,52.0,5
sat_beam_count_max,175,Heuristic(payload K_max),54.0,5.477225575051661,48.0,64.0,5
sat_beam_count_max,200,MILP,46.2,7.909487973314075,32.0,55.0,5
sat_beam_count_max,200,Heuristic(payload K_max),57.4,6.151422599691879,47.0,65.0,5
sat_beam_count_max,300,MILP,57.0,7.5630681604756145,42.0,62.0,5
sat_beam_count_max,300,Heuristic(payload K_max),72.2,7.678541528180986,66.0,87.0,5
sat_beam_count_max,400,MILP,62.8,11.72006825918689,41.0,74.0,5
sat_beam_count_max,400,Heuristic(payload K_max),82.0,13.813037319865606,70.0,109.0,5
sat_beam_count_max,500,MILP,69.4,11.146299834474219,49.0,82.0,5
sat_beam_count_max,500,Heuristic(payload K_max),90.6,12.547509713086498,75.0,109.0,5
sat_beam_count_max,600,MILP,75.6,14.513442045221389,48.0,87.0,5
sat_beam_count_max,600,Heuristic(payload K_max),105.8,15.157836257197133,91.0,135.0,5
sat_beam_count_max,700,MILP,79.2,16.166632302368974,48.0,93.0,5
sat_beam_count_max,700,Heuristic(payload K_max),105.2,10.796295661012623,94.0,123.0,5
sat_beam_count_max,800,MILP,102.8,50.50306921366265,51.0,199.0,5
sat_beam_count_max,800,Heuristic(payload K_max),119.2,18.214280112043955,104.0,154.0,5
sat_beam_count_max,900,MILP,86.2,15.354478174135387,57.0,101.0,5
sat_beam_count_max,900,Heuristic(payload K_max),119.4,16.316862443496913,99.0,146.0,5
sat_beam_count_max,1000,MILP,110.8,54.0088881574135,55.0,214.0,5
sat_beam_count_max,1000,Heuristic(payload K_max),128.6,16.426807358704856,112.0,159.0,5
sat_beam_count_max,1500,MILP,141.8,65.69444420953724,61.0,245.0,5
sat_beam_count_max,1500,Heuristic(payload K_max),145.6,16.475436261295176,130.0,175.0,5
sat_beam_count_max,2000,MILP,208.0,46.40258613482658,124.0,256.0,5
sat_beam_count_max,2000,Heuristic(payload K_max),162.2,19.3121723273173,144.0,198.0,5
sat_beam_count_max,2500,MILP,215.6,46.15018959874379,132.0,256.0,5
sat_beam_count_max,2500,Heuristic(payload K_max),180.4,23.74531532744933,161.0,227.0,5
sat_beam_count_max,3000,MILP,221.4,47.95664708880303,134.0,256.0,5
sat_beam_count_max,3000,Heuristic(payload K_max),191.8,23.249946236496978,177.0,238.0,5
sat_beam_count_max,3500,MILP,166.0,63.614463764147224,74.0,256.0,5
sat_beam_count_max,3500,Heuristic(payload K_max),192.6,7.391887445030531,183.0,203.0,5
sat_beam_count_max,4000,MILP,228.2,43.37925771610206,144.0,256.0,5
sat_beam_count_max,4000,Heuristic(payload K_max),197.6,11.001818031580054,182.0,216.0,5
sat_beam_count_max,4500,MILP,250.4,11.2,228.0,256.0,5
sat_beam_count_max,4500,Heuristic(payload K_max),167.4,35.3643888678993,120.0,207.0,5
sat_beam_count_max,5000,MILP,252.2,7.6,237.0,256.0,5
sat_beam_count_max,5000,Heuristic(payload K_max),153.6,32.65333061113368,121.0,205.0,5
n_grid_centers,50,MILP,3547.4,481.67939544888156,2890.0,4183.0,5
n_grid_centers,75,MILP,3679.8,544.6225849154623,2890.0,4230.0,5
n_grid_centers,100,MILP,3658.8,449.3023035774466,2975.0,4183.0,5
n_grid_centers,125,MILP,3757.4,458.7067036789412,3096.0,4277.0,5
n_grid_centers,150,MILP,3668.8,556.6508420904436,2890.0,4230.0,5
n_grid_centers,175,MILP,3750.4,555.0893982053701,2890.0,4324.0,5
n_grid_centers,200,MILP,3780.6,490.6842569310738,3096.0,4371.0,5
n_grid_centers,300,MILP,3888.6,564.5605724809341,3096.0,4469.0,5
n_grid_centers,400,MILP,3861.0,482.0771722452744,3182.0,4371.0,5
n_grid_centers,500,MILP,3888.0,498.3364325433171,3256.0,4512.0,5
n_grid_centers,600,MILP,3920.8,549.4729838672689,3256.0,4512.0,5
n_grid_centers,700,MILP,3912.4,551.5583740638882,3219.0,4469.0,5
n_grid_centers,800,MILP,3862.6,530.5618154371836,3168.0,4418.0,5
n_grid_centers,900,MILP,3911.6,447.3945015308078,3354.0,4371.0,5
n_grid_centers,1000,MILP,3963.0,487.0860293623704,3344.0,4418.0,5
n_grid_centers,1500,MILP,3964.2,496.1509447738662,3256.0,4418.0,5
n_grid_centers,2000,MILP,3981.6,495.13174004501064,3344.0,4469.0,5
n_grid_centers,2500,MILP,4018.0,504.95187889540523,3344.0,4510.0,5
n_grid_centers,3000,MILP,4008.6,488.3005631780492,3344.0,4510.0,5
n_grid_centers,3500,MILP,4038.4,528.6169123287676,3382.0,4578.0,5
n_grid_centers,4000,MILP,4056.8,491.9806500259944,3471.0,4620.0,5
n_grid_centers,4500,MILP,4034.2,490.809290865607,3382.0,4512.0,5
n_grid_centers,5000,MILP,4036.0,469.9782973712722,3432.0,4512.0,5
n_candidates,50,MILP,4764.8,522.9399200673056,4087.0,5423.0,5
n_candidates,75,MILP,6314.2,654.8998091311372,5491.0,7151.0,5
n_candidates,100,MILP,7348.0,692.4553415203034,6325.0,8145.0,5
n_candidates,125,MILP,8360.0,1179.0207801391798,7293.0,10496.0,5
n_candidates,150,MILP,9044.2,1355.0780641719502,7772.0,11539.0,5
n_candidates,175,MILP,9383.6,1430.4173656663988,8091.0,12156.0,5
n_candidates,200,MILP,9780.2,1569.7907376462636,8284.0,12731.0,5
n_candidates,300,MILP,11700.2,1919.5752030071653,10145.0,15399.0,5
n_candidates,400,MILP,12807.0,2186.731533590715,10580.0,16931.0,5
n_candidates,500,MILP,13475.4,2544.3035667938684,11018.0,18170.0,5
n_candidates,600,MILP,14288.0,2581.8862097311726,11849.0,18990.0,5
n_candidates,700,MILP,14862.4,2719.2839204467045,12250.0,19706.0,5
n_candidates,800,MILP,15123.6,2325.1530358236637,12956.0,19228.0,5
n_candidates,900,MILP,15850.8,2748.076083371783,13078.0,20648.0,5
n_candidates,1000,MILP,16074.4,2838.5121172896197,13259.0,21221.0,5
n_candidates,1500,MILP,17573.2,3002.051591828495,14751.0,23074.0,5
n_candidates,2000,MILP,18765.4,3261.8225948080008,15469.0,24791.0,5
n_candidates,2500,MILP,19835.0,3677.857909163974,16352.0,26697.0,5
n_candidates,3000,MILP,20313.4,3677.9150941803973,16693.0,27295.0,5
n_candidates,3500,MILP,21072.8,3676.017758390185,17418.0,28095.0,5
n_candidates,4000,MILP,21535.6,4162.726731362509,17504.0,29279.0,5
n_candidates,4500,MILP,22076.0,4399.7637209286595,18039.0,30331.0,5
n_candidates,5000,MILP,22387.6,4590.336440828712,18450.0,31131.0,5
