SENSITIVITY TABLES

====================================================================================================
ONE-FACTOR SUMMARY

                                 tag                    x_name  x_value  n_users  payload_feasible_mean  payload_feasible_std  payload_feasible_min  payload_feasible_max  payload_feasible_n  K_mean     K_std  K_min  K_max  K_n  U_max_mean  U_max_std  U_max_min  U_max_max  U_max_n  ent_edge_pct_mean  ent_edge_pct_std  ent_edge_pct_min  ent_edge_pct_max  ent_edge_pct_n  ms_n_active_mean  ms_n_active_std  ms_n_active_min  ms_n_active_max  ms_n_active_n  payload_n_viol_K_mean  payload_n_viol_K_std  payload_n_viol_K_min  payload_n_viol_K_max  payload_n_viol_K_n  payload_n_viol_T_mean  payload_n_viol_T_std  payload_n_viol_T_min  payload_n_viol_T_max  payload_n_viol_T_n  payload_K_over_sum_mean  payload_K_over_sum_std  payload_K_over_sum_min  payload_K_over_sum_max  payload_K_over_sum_n  payload_T_over_sum_mean  payload_T_over_sum_std  payload_T_over_sum_min  payload_T_over_sum_max  payload_T_over_sum_n  runtime_total_s_mean  runtime_total_s_std  runtime_total_s_min  runtime_total_s_max  runtime_total_s_n
                  one_factor:W_slots                   W_slots      6.0     1500                    1.0                   0.0                   1.0                   1.0                   5   414.6 28.032838  391.0  458.0    5    0.520952   0.288967   0.276110   1.079518        5           8.083304          1.972736          5.405405          9.937888               5               2.2         0.400000              2.0              3.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.747171             0.335302            15.389268            16.375699                  5
                  one_factor:W_slots                   W_slots      6.0     2000                    1.0                   0.0                   1.0                   1.0                   5   519.8 22.754340  477.0  545.0    5    0.525617   0.194206   0.315516   0.820343        5           7.757147          2.474036          5.213270         12.440191               5               2.8         0.400000              2.0              3.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             17.946685             1.651660            15.678733            20.345162                  5
                  one_factor:W_slots                   W_slots      6.0     2500                    1.0                   0.0                   1.0                   1.0                   5   609.2 29.143781  572.0  646.0    5    0.674371   0.148765   0.429378   0.880673        5           8.884365          1.069554          7.509881         10.266160               5               3.6         0.800000              3.0              5.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             29.057107            14.446177            16.629125            54.830776                  5
                  one_factor:W_slots                   W_slots      6.0     3000                    1.0                   0.0                   1.0                   1.0                   5   687.0 21.004761  659.0  710.0    5    0.585545   0.113606   0.388674   0.732293        5           6.916237          2.323061          4.000000         10.967742               5               4.0         0.894427              3.0              5.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             41.254384            15.017239            16.588268            61.200053                  5
                  one_factor:W_slots                   W_slots      6.0     3500                    1.0                   0.0                   1.0                   1.0                   5   778.0 41.429458  725.0  834.0    5    0.748502   0.134445   0.567045   0.960880        5           6.285061          1.051386          4.733728          7.803468               5               4.2         0.748331              3.0              5.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             33.256052             5.173456            24.675087            40.001177                  5
                  one_factor:W_slots                   W_slots      6.0     4000                    1.0                   0.0                   1.0                   1.0                   5   829.0 38.848423  781.0  884.0    5    0.928268   0.317685   0.509375   1.404617        5           7.141071          1.516691          5.412371          9.898477               5               5.0         0.632456              4.0              6.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             45.351506            11.487745            27.777340            60.158222                  5
                  one_factor:W_slots                   W_slots      6.0     4500                    1.0                   0.0                   1.0                   1.0                   5   913.6 51.940735  847.0  982.0    5    1.015761   0.400925   0.415238   1.525183        5           7.486166          0.969204          6.053269          8.726415               5               5.2         0.748331              4.0              6.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             53.718327            22.599621            24.093542            83.212648                  5
                  one_factor:W_slots                   W_slots      6.0     5000                    1.0                   0.0                   1.0                   1.0                   5   973.6 44.454921  923.0 1034.0    5    1.089443   0.180714   0.786700   1.259650        5           6.889967          0.845067          5.907173          8.316832               5               6.0         1.095445              4.0              7.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             73.680339            29.192732            21.900454           111.451878                  5
                  one_factor:W_slots                   W_slots      8.0      100                    1.0                   0.0                   1.0                   1.0                   5    55.6  3.773592   49.0   59.0    5    0.091644   0.019836   0.074668   0.128796        5          16.489621          8.777725          8.333333         33.333333               5               1.0         0.000000              1.0              1.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             14.956864             0.306837            14.602476            15.373071                  5
                  one_factor:W_slots                   W_slots      8.0      200                    1.0                   0.0                   1.0                   1.0                   5    95.4  4.270831   89.0  101.0    5    0.166826   0.054824   0.117717   0.268646        5          10.643939          7.296363          0.000000         18.750000               5               1.0         0.000000              1.0              1.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.091609             0.206413            14.750598            15.301858                  5
                  one_factor:W_slots                   W_slots      8.0      300                    1.0                   0.0                   1.0                   1.0                   5   128.8  4.534314  121.0  135.0    5    0.197585   0.035832   0.156337   0.257404        5          13.653619          4.246027          7.142857         19.512195               5               1.0         0.000000              1.0              1.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             14.807940             0.127330            14.651855            14.945879                  5
                  one_factor:W_slots                   W_slots      8.0      400                    1.0                   0.0                   1.0                   1.0                   5   164.8  8.681014  156.0  181.0    5    0.193177   0.058850   0.129888   0.284571        5           9.016963          6.222318          1.785714         20.000000               5               1.0         0.000000              1.0              1.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.054813             0.099645            14.894327            15.174212                  5
                  one_factor:W_slots                   W_slots      8.0      500                    1.0                   0.0                   1.0                   1.0                   5   186.2  9.173876  176.0  200.0    5    0.215514   0.075840   0.140332   0.360844        5          15.155210          5.813608          8.888889         23.404255               5               1.0         0.000000              1.0              1.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             14.985796             0.148426            14.798772            15.181535                  5
                  one_factor:W_slots                   W_slots      8.0      600                    1.0                   0.0                   1.0                   1.0                   5   214.4  6.151423  206.0  224.0    5    0.320401   0.242872   0.174983   0.805205        5          12.300946          3.768428          6.349206         17.021277               5               1.0         0.000000              1.0              1.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             14.996005             0.040930            14.950848            15.049662                  5
                  one_factor:W_slots                   W_slots      8.0      700                    1.0                   0.0                   1.0                   1.0                   5   239.4  7.939773  228.0  252.0    5    0.264706   0.088768   0.202669   0.440013        5           7.525228          3.139734          2.985075         11.864407               5               1.0         0.000000              1.0              1.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             14.926407             0.220857            14.550946            15.240139                  5
                  one_factor:W_slots                   W_slots      8.0      800                    1.0                   0.0                   1.0                   1.0                   5   263.2 14.524462  253.0  292.0    5    0.382785   0.111127   0.233075   0.546709        5          10.273704          4.551285          4.000000         16.455696               5               1.8         0.400000              1.0              2.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.171609             0.118679            15.026298            15.386022                  5
                  one_factor:W_slots                   W_slots      8.0      900                    1.0                   0.0                   1.0                   1.0                   5   292.8 22.480214  269.0  322.0    5    0.374580   0.110591   0.209337   0.499997        5           8.564695          2.455629          6.493506         13.333333               5               2.0         0.000000              2.0              2.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.263758             0.091590            15.163149            15.390724                  5
                  one_factor:W_slots                   W_slots      8.0     1000                    1.0                   0.0                   1.0                   1.0                   5   311.4 17.269627  294.0  336.0    5    0.370751   0.128799   0.270096   0.614746        5           7.998299          2.912901          3.921569         12.500000               5               2.0         0.000000              2.0              2.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.232252             0.095296            15.101893            15.374495                  5
                  one_factor:W_slots                   W_slots      8.0     1500                    1.0                   0.0                   1.0                   1.0                   5   414.6 28.032838  391.0  458.0    5    0.520952   0.288967   0.276110   1.079518        5           8.083304          1.972736          5.405405          9.937888               5               2.2         0.400000              2.0              3.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.617880             0.472001            15.216664            16.540753                  5
                  one_factor:W_slots                   W_slots      8.0     2000                    1.0                   0.0                   1.0                   1.0                   5   519.8 22.754340  477.0  545.0    5    0.525617   0.194206   0.315516   0.820343        5           7.757147          2.474036          5.213270         12.440191               5               2.8         0.400000              2.0              3.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             17.878114             1.602997            15.977269            20.214055                  5
                  one_factor:W_slots                   W_slots      8.0     2500                    1.0                   0.0                   1.0                   1.0                   5   609.2 29.143781  572.0  646.0    5    0.674371   0.148765   0.429378   0.880673        5           8.884365          1.069554          7.509881         10.266160               5               3.6         0.800000              3.0              5.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             28.917387            14.195521            16.466980            54.048087                  5
                  one_factor:W_slots                   W_slots      8.0     3000                    1.0                   0.0                   1.0                   1.0                   5   687.0 21.004761  659.0  710.0    5    0.585545   0.113606   0.388674   0.732293        5           6.916237          2.323061          4.000000         10.967742               5               4.0         0.894427              3.0              5.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             41.146983            14.652705            17.159912            60.393544                  5
                  one_factor:W_slots                   W_slots      8.0     3500                    1.0                   0.0                   1.0                   1.0                   5   778.0 41.429458  725.0  834.0    5    0.748502   0.134445   0.567045   0.960880        5           6.285061          1.051386          4.733728          7.803468               5               4.2         0.748331              3.0              5.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             33.084479             5.488734            23.869272            40.186484                  5
                  one_factor:W_slots                   W_slots      8.0     4000                    1.0                   0.0                   1.0                   1.0                   5   829.0 38.848423  781.0  884.0    5    0.928268   0.317685   0.509375   1.404617        5           7.141071          1.516691          5.412371          9.898477               5               5.0         0.632456              4.0              6.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             44.944928            11.035186            27.953355            59.462237                  5
                  one_factor:W_slots                   W_slots      8.0     4500                    1.0                   0.0                   1.0                   1.0                   5   913.6 51.940735  847.0  982.0    5    1.015761   0.400925   0.415238   1.525183        5           7.486166          0.969204          6.053269          8.726415               5               5.2         0.748331              4.0              6.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             53.524769            21.769256            25.736527            81.446491                  5
                  one_factor:W_slots                   W_slots      8.0     5000                    1.0                   0.0                   1.0                   1.0                   5   973.6 44.454921  923.0 1034.0    5    1.089443   0.180714   0.786700   1.259650        5           6.889967          0.845067          5.907173          8.316832               5               6.0         1.095445              4.0              7.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             74.171859            29.209839            21.952910           111.222705                  5
                  one_factor:W_slots                   W_slots     10.0      100                    1.0                   0.0                   1.0                   1.0                   5    55.6  3.773592   49.0   59.0    5    0.091644   0.019836   0.074668   0.128796        5          16.489621          8.777725          8.333333         33.333333               5               1.0         0.000000              1.0              1.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.007081             0.233604            14.717586            15.348733                  5
                  one_factor:W_slots                   W_slots     10.0      200                    1.0                   0.0                   1.0                   1.0                   5    95.4  4.270831   89.0  101.0    5    0.166826   0.054824   0.117717   0.268646        5          10.643939          7.296363          0.000000         18.750000               5               1.0         0.000000              1.0              1.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.040537             0.261498            14.599555            15.305408                  5
                  one_factor:W_slots                   W_slots     10.0      300                    1.0                   0.0                   1.0                   1.0                   5   128.8  4.534314  121.0  135.0    5    0.197585   0.035832   0.156337   0.257404        5          13.653619          4.246027          7.142857         19.512195               5               1.0         0.000000              1.0              1.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.037896             0.220574            14.771356            15.409966                  5
                  one_factor:W_slots                   W_slots     10.0      400                    1.0                   0.0                   1.0                   1.0                   5   164.8  8.681014  156.0  181.0    5    0.193177   0.058850   0.129888   0.284571        5           9.016963          6.222318          1.785714         20.000000               5               1.0         0.000000              1.0              1.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             14.883810             0.107623            14.768669            15.075942                  5
                  one_factor:W_slots                   W_slots     10.0      500                    1.0                   0.0                   1.0                   1.0                   5   186.2  9.173876  176.0  200.0    5    0.215514   0.075840   0.140332   0.360844        5          15.155210          5.813608          8.888889         23.404255               5               1.0         0.000000              1.0              1.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.037496             0.111260            14.834686            15.152371                  5
                  one_factor:W_slots                   W_slots     10.0      600                    1.0                   0.0                   1.0                   1.0                   5   214.4  6.151423  206.0  224.0    5    0.320401   0.242872   0.174983   0.805205        5          12.300946          3.768428          6.349206         17.021277               5               1.0         0.000000              1.0              1.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             14.977475             0.147149            14.717343            15.173671                  5
                  one_factor:W_slots                   W_slots     10.0      700                    1.0                   0.0                   1.0                   1.0                   5   239.4  7.939773  228.0  252.0    5    0.264706   0.088768   0.202669   0.440013        5           7.525228          3.139734          2.985075         11.864407               5               1.0         0.000000              1.0              1.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.079660             0.086571            15.015014            15.247802                  5
                  one_factor:W_slots                   W_slots     10.0      800                    1.0                   0.0                   1.0                   1.0                   5   263.2 14.524462  253.0  292.0    5    0.382785   0.111127   0.233075   0.546709        5          10.273704          4.551285          4.000000         16.455696               5               1.8         0.400000              1.0              2.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.152224             0.138790            14.887526            15.269849                  5
                  one_factor:W_slots                   W_slots     10.0      900                    1.0                   0.0                   1.0                   1.0                   5   292.8 22.480214  269.0  322.0    5    0.374580   0.110591   0.209337   0.499997        5           8.564695          2.455629          6.493506         13.333333               5               2.0         0.000000              2.0              2.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.145069             0.095867            15.007294            15.284461                  5
                  one_factor:W_slots                   W_slots     10.0     1000                    1.0                   0.0                   1.0                   1.0                   5   311.4 17.269627  294.0  336.0    5    0.370751   0.128799   0.270096   0.614746        5           7.998299          2.912901          3.921569         12.500000               5               2.0         0.000000              2.0              2.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.463994             0.159799            15.196330            15.689706                  5
                  one_factor:W_slots                   W_slots     10.0     1500                    1.0                   0.0                   1.0                   1.0                   5   414.6 28.032838  391.0  458.0    5    0.520952   0.288967   0.276110   1.079518        5           8.083304          1.972736          5.405405          9.937888               5               2.2         0.400000              2.0              3.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             15.692481             0.493134            15.113754            16.555740                  5
                  one_factor:W_slots                   W_slots     10.0     2000                    1.0                   0.0                   1.0                   1.0                   5   519.8 22.754340  477.0  545.0    5    0.525617   0.194206   0.315516   0.820343        5           7.757147          2.474036          5.213270         12.440191               5               2.8         0.400000              2.0              3.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             17.969921             1.729522            15.990561            20.826090                  5
                  one_factor:W_slots                   W_slots     10.0     2500                    1.0                   0.0                   1.0                   1.0                   5   609.2 29.143781  572.0  646.0    5    0.674371   0.148765   0.429378   0.880673        5           8.884365          1.069554          7.509881         10.266160               5               3.6         0.800000              3.0              5.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             29.086507            14.205063            16.327084            53.994646                  5
                  one_factor:W_slots                   W_slots     10.0     3000                    1.0                   0.0                   1.0                   1.0                   5   687.0 21.004761  659.0  710.0    5    0.585545   0.113606   0.388674   0.732293        5           6.916237          2.323061          4.000000         10.967742               5               4.0         0.894427              3.0              5.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             40.973242            14.985288            16.707903            60.224451                  5
                  one_factor:W_slots                   W_slots     10.0     3500                    1.0                   0.0                   1.0                   1.0                   5   778.0 41.429458  725.0  834.0    5    0.748502   0.134445   0.567045   0.960880        5           6.285061          1.051386          4.733728          7.803468               5               4.2         0.748331              3.0              5.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             33.364244             5.404036            24.746064            40.378024                  5
                  one_factor:W_slots                   W_slots     10.0     4000                    1.0                   0.0                   1.0                   1.0                   5   829.0 38.848423  781.0  884.0    5    0.928268   0.317685   0.509375   1.404617        5           7.141071          1.516691          5.412371          9.898477               5               5.0         0.632456              4.0              6.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             45.939984            11.627651            28.210648            60.590367                  5
                  one_factor:W_slots                   W_slots     10.0     4500                    1.0                   0.0                   1.0                   1.0                   5   913.6 51.940735  847.0  982.0    5    1.015761   0.400925   0.415238   1.525183        5           7.486166          0.969204          6.053269          8.726415               5               5.2         0.748331              4.0              6.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             54.152483            22.945226            23.509931            84.476756                  5
                  one_factor:W_slots                   W_slots     10.0     5000                    1.0                   0.0                   1.0                   1.0                   5   973.6 44.454921  923.0 1034.0    5    1.089443   0.180714   0.786700   1.259650        5           6.889967          0.845067          5.907173          8.316832               5               6.0         1.095445              4.0              7.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             74.267548            29.472878            22.286120           113.275913                  5
       one_factor:demand_mbps_median        demand_mbps_median      5.0      100                    1.0                   0.0                   1.0                   1.0                   5    55.6  3.773592   49.0   59.0    5    0.091644   0.019836   0.074668   0.128796        5          16.489621          8.777725          8.333333         33.333333               5               1.0         0.000000              1.0              1.0              5                    0.0                   0.0                   0.0                   0.0                   5                    0.0                   0.0                   0.0                   0.0                   5                      0.0                     0.0                     0.0                     0.0                     5                      0.0                     0.0                     0.0                     0.0                     5             14.900120             0.119636            14.765746            15.078371                  5
