tag,n_users,theta_3db_deg,Ks_max,payload_feasible_mean,payload_feasible_std,payload_feasible_min,payload_feasible_max,payload_feasible_n,K_mean,K_std,K_min,K_max,K_n,U_max_mean,U_max_std,U_max_min,U_max_max,U_max_n,ent_edge_pct_mean,ent_edge_pct_std,ent_edge_pct_min,ent_edge_pct_max,ent_edge_pct_n,ms_n_active_mean,ms_n_active_std,ms_n_active_min,ms_n_active_max,ms_n_active_n,payload_n_viol_K_mean,payload_n_viol_K_std,payload_n_viol_K_min,payload_n_viol_K_max,payload_n_viol_K_n,payload_n_viol_T_mean,payload_n_viol_T_std,payload_n_viol_T_min,payload_n_viol_T_max,payload_n_viol_T_n,payload_K_over_sum_mean,payload_K_over_sum_std,payload_K_over_sum_min,payload_K_over_sum_max,payload_K_over_sum_n,payload_T_over_sum_mean,payload_T_over_sum_std,payload_T_over_sum_min,payload_T_over_sum_max,payload_T_over_sum_n,runtime_total_s_mean,runtime_total_s_std,runtime_total_s_min,runtime_total_s_max,runtime_total_s_n
interaction:theta_x_Ksmax,500,1.0,312,1.0,0.0,1.0,1.0,5,186.2,9.173875952943773,176.0,200.0,5,0.21551445119221507,0.07583968816704194,0.14033207679245413,0.3608441916887033,5,15.155210038188761,5.813608497149208,8.88888888888889,23.404255319148938,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.053028899943456,0.13818743020998647,14.80638559977524,15.178528599673882,5
interaction:theta_x_Ksmax,500,1.1,128,1.0,0.0,1.0,1.0,5,183.2,10.833282051160673,173.0,200.0,5,0.21530314718586863,0.038118682051146685,0.15982833064468394,0.25743263388993093,5,8.282123960695388,4.48610722583809,3.5714285714285716,15.555555555555555,5,2.0,0.0,2.0,2.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.313910579960794,0.09841023211957928,15.131079499842599,15.386676399735734,5
interaction:theta_x_Ksmax,500,1.1,256,1.0,0.0,1.0,1.0,5,173.8,9.431860898041277,163.0,190.0,5,0.28400334452349174,0.22044061928086595,0.14225599823691426,0.7228722294074555,5,8.809601745771959,3.611630723448858,2.2222222222222223,12.76595744680851,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,14.966954920068384,0.10807180441193609,14.856885199900717,15.098098700167611,5
interaction:theta_x_Ksmax,500,1.1,312,1.0,0.0,1.0,1.0,5,173.8,9.431860898041277,163.0,190.0,5,0.28400334452349174,0.22044061928086595,0.14225599823691426,0.7228722294074555,5,8.809601745771959,3.611630723448858,2.2222222222222223,12.76595744680851,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.110151600046084,0.20520809249897734,14.861874600173905,15.376505699940026,5
interaction:theta_x_Ksmax,600,0.9,128,1.0,0.0,1.0,1.0,5,246.8,13.46699669562594,227.0,263.0,5,0.21325220154633,0.07214167576904623,0.1345690655359199,0.32265901129716945,5,16.030353384291573,4.946152295032784,6.666666666666667,21.428571428571427,5,2.8,0.39999999999999997,2.0,3.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,18.082115259859712,1.5182065948944634,16.999295699875802,21.087111399974674,5
interaction:theta_x_Ksmax,600,0.9,256,1.0,0.0,1.0,1.0,5,230.2,10.552724766618335,219.0,247.0,5,0.21602379108108768,0.09206748837355874,0.1520050585903908,0.398313567308564,5,10.276813261667211,3.9890722434864943,3.5714285714285716,14.893617021276595,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.07029008003883,0.047934099354364455,15.010909500066191,15.142526200041175,5
interaction:theta_x_Ksmax,600,0.9,312,1.0,0.0,1.0,1.0,5,230.2,10.552724766618335,219.0,247.0,5,0.21602379108108768,0.09206748837355874,0.1520050585903908,0.398313567308564,5,10.276813261667211,3.9890722434864943,3.5714285714285716,14.893617021276595,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,14.983470299979672,0.06245471514829631,14.90293540013954,15.094077199930325,5
interaction:theta_x_Ksmax,600,1.0,128,1.0,0.0,1.0,1.0,5,228.6,12.86234815265082,213.0,248.0,5,0.2415052120487243,0.07398613504976553,0.1250079908795367,0.32585726747192656,5,12.610929117409677,3.8017702912112745,6.666666666666667,17.647058823529413,5,2.6,0.4898979485566356,2.0,3.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.719563159998506,0.7599150880008939,15.053141599986702,17.14300910010934,5
interaction:theta_x_Ksmax,600,1.0,256,1.0,0.0,1.0,1.0,5,214.4,6.151422599691879,206.0,224.0,5,0.32040073908479777,0.2428717402263692,0.1749828023623644,0.8052046070333009,5,12.300946198890664,3.7684284925210694,6.349206349206349,17.02127659574468,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.003390739858151,0.0729828727582415,14.90781300002709,15.101936499821022,5
interaction:theta_x_Ksmax,600,1.0,312,1.0,0.0,1.0,1.0,5,214.4,6.151422599691879,206.0,224.0,5,0.32040073908479777,0.2428717402263692,0.1749828023623644,0.8052046070333009,5,12.300946198890664,3.7684284925210694,6.349206349206349,17.02127659574468,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,14.997094819927588,0.10448243474676237,14.840988300042227,15.14682129980065,5
interaction:theta_x_Ksmax,600,1.1,128,1.0,0.0,1.0,1.0,5,214.2,13.347658970770865,199.0,237.0,5,0.31716453298763214,0.16161377252409817,0.1512583138098792,0.6254475690888543,5,9.035765718716865,1.6915398478724784,5.882352941176471,10.714285714285714,5,2.6,0.4898979485566356,2.0,3.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.604581160098315,0.24805986515708323,15.243998900288716,15.98614629986696,5
interaction:theta_x_Ksmax,600,1.1,256,1.0,0.0,1.0,1.0,5,201.2,4.621688003316537,197.0,210.0,5,0.28570633263175643,0.17490359439898587,0.18974026493567142,0.6353896587633734,5,12.382598068678126,2.435665019220333,10.169491525423728,17.02127659574468,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,14.882545099919662,0.14808385836720353,14.663265599869192,15.106757800094783,5
interaction:theta_x_Ksmax,600,1.1,312,1.0,0.0,1.0,1.0,5,201.2,4.621688003316537,197.0,210.0,5,0.28570633263175643,0.17490359439898587,0.18974026493567142,0.6353896587633734,5,12.382598068678126,2.435665019220333,10.169491525423728,17.02127659574468,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.191607499914245,0.29776517598053154,14.741606699768454,15.661513000028208,5
interaction:theta_x_Ksmax,700,0.9,128,1.0,0.0,1.0,1.0,5,283.8,10.380751417888785,267.0,298.0,5,0.21024188942416533,0.04608428407810518,0.11943521420387443,0.24115373848391855,5,10.181904331158062,3.13645118267546,4.285714285714286,13.636363636363637,5,3.0,0.0,3.0,3.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,17.318568740040064,0.7116177041709166,16.497132800053805,18.53218590002507,5
interaction:theta_x_Ksmax,700,0.9,256,1.0,0.0,1.0,1.0,5,261.0,18.297540818372287,246.0,297.0,5,0.296062728562598,0.12582208039614629,0.15752197044940763,0.5287548132697684,5,11.597963190221522,2.75374221509206,7.042253521126761,15.714285714285714,5,1.6,0.4898979485566356,1.0,2.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.325537739973516,0.19786999623683818,15.16148340003565,15.710459999972954,5
interaction:theta_x_Ksmax,700,0.9,312,1.0,0.0,1.0,1.0,5,257.2,8.034923770640265,246.0,270.0,5,0.24091916559815588,0.04798057475447099,0.15752197044940763,0.29486194614102534,5,11.286662550562673,3.0283546010504714,7.042253521126761,15.714285714285714,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.075518639851362,0.13501816489015886,14.81906280014664,15.176731999963522,5
interaction:theta_x_Ksmax,700,1.0,128,1.0,0.0,1.0,1.0,5,266.4,8.16333265278342,254.0,276.0,5,0.27035713723423155,0.09030295023402447,0.14621191168846373,0.4090390610237503,5,9.079505072042386,5.084701725462255,4.166666666666667,18.181818181818183,5,3.0,0.0,3.0,3.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,16.314625040162355,0.7468296345582003,15.457161800237373,17.49073960003443,5
interaction:theta_x_Ksmax,700,1.0,256,1.0,0.0,1.0,1.0,5,239.4,7.9397732965116825,228.0,252.0,5,0.26470567230373165,0.08876791840334616,0.20266859906749304,0.4400134663404078,5,7.5252282732570475,3.1397343289227138,2.985074626865672,11.864406779661017,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.080300680035725,0.16599811440398832,14.75930490042083,15.216821799986064,5
interaction:theta_x_Ksmax,700,1.0,312,1.0,0.0,1.0,1.0,5,239.4,7.9397732965116825,228.0,252.0,5,0.26470567230373165,0.08876791840334616,0.20266859906749304,0.4400134663404078,5,7.5252282732570475,3.1397343289227138,2.985074626865672,11.864406779661017,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.108559980010615,0.1343182954562652,14.98473640019074,15.369425700046122,5
interaction:theta_x_Ksmax,700,1.1,128,1.0,0.0,1.0,1.0,5,247.8,12.890306435457616,227.0,262.0,5,0.34808237603045644,0.14143034560117967,0.1298738087480301,0.5648724341622832,5,9.28868643794017,0.8143335378489506,8.333333333333334,10.447761194029852,5,3.0,0.0,3.0,3.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,16.82156534004025,1.160774220045613,15.425335300387815,18.511789199896157,5
interaction:theta_x_Ksmax,700,1.1,256,1.0,0.0,1.0,1.0,5,226.0,8.740709353364863,215.0,240.0,5,0.36827601397045673,0.2585892374337582,0.19837121576169464,0.8770096787985164,5,9.22060060845722,2.115737017773872,7.042253521126761,12.857142857142858,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,14.960032480116933,0.17807692253239155,14.753881900338456,15.254755399888381,5
interaction:theta_x_Ksmax,700,1.1,312,1.0,0.0,1.0,1.0,5,226.0,8.740709353364863,215.0,240.0,5,0.36827601397045673,0.2585892374337582,0.19837121576169464,0.8770096787985164,5,9.22060060845722,2.115737017773872,7.042253521126761,12.857142857142858,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.277631719969213,0.1678844478466359,15.007609100313857,15.509861999889836,5
interaction:theta_x_Ksmax,800,0.9,128,1.0,0.0,1.0,1.0,5,311.2,14.510685717773644,292.0,330.0,5,0.2733793308416588,0.12820751569823416,0.1638071235382407,0.510711806959776,5,8.565432366801568,1.3964961269481782,6.578947368421052,10.666666666666666,5,3.0,0.0,3.0,3.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,17.656899340031668,0.9222828991968086,16.674028399866074,18.803593300050125,5
interaction:theta_x_Ksmax,800,0.9,256,1.0,0.0,1.0,1.0,5,292.0,23.20344801963708,267.0,327.0,5,0.2992792699901904,0.08776892553165735,0.17818302799534586,0.4449703877198263,5,7.062386584599362,1.7911139593795606,5.2631578947368425,10.126582278481013,5,2.0,0.0,2.0,2.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.301265680044889,0.18563737903681357,14.954740300308913,15.49706199974753,5
interaction:theta_x_Ksmax,800,0.9,312,1.0,0.0,1.0,1.0,5,281.8,10.796295661012625,274.0,303.0,5,0.260385369737914,0.06781779353457258,0.18061501078964867,0.3782371361397802,5,11.394408552379867,2.546938431812548,8.045977011494253,15.189873417721518,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.100210819905623,0.06065367514550812,15.003018499584869,15.188374100020155,5
interaction:theta_x_Ksmax,800,1.0,128,1.0,0.0,1.0,1.0,5,292.4,17.29277305697383,277.0,314.0,5,0.31027674810972555,0.11820563558252177,0.15031563834266243,0.5000384648561038,5,9.550880845130655,2.5945950281071615,5.333333333333333,11.842105263157896,5,3.0,0.0,3.0,3.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,16.65386823993176,0.8263341883949867,15.381555599626154,17.771331100026146,5
interaction:theta_x_Ksmax,800,1.0,256,1.0,0.0,1.0,1.0,5,263.2,14.524462124292244,253.0,292.0,5,0.38278507052795285,0.11112696064364118,0.2330754425252435,0.5467088709167331,5,10.273704406737556,4.551284734346137,4.0,16.455696202531644,5,1.8,0.4,1.0,2.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.347793579893187,0.1506655824146568,15.107667899690568,15.515843500150368,5
interaction:theta_x_Ksmax,800,1.0,312,1.0,0.0,1.0,1.0,5,265.4,13.032267646115928,253.0,290.0,5,0.23509481209362285,0.033572118393829814,0.19870523606148668,0.2830730894063314,5,8.934294520270154,2.795559856217039,6.172839506172839,13.793103448275861,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.262382420012727,0.08187669770849497,15.142875300021842,15.378600199939683,5
interaction:theta_x_Ksmax,800,1.1,128,1.0,0.0,1.0,1.0,5,270.6,19.24162155328911,239.0,296.0,5,0.34955972100604427,0.09810962305790799,0.2407581467269727,0.4944197432670938,5,10.34046602925741,3.65710625376645,5.333333333333333,14.473684210526315,5,2.8,0.39999999999999997,2.0,3.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,16.953929739817976,1.9837968648612463,15.255589300068095,20.67198469955474,5
interaction:theta_x_Ksmax,800,1.1,256,1.0,0.0,1.0,1.0,5,244.6,14.987995196156156,234.0,274.0,5,0.33703063836961616,0.09981659744994853,0.25049994267554926,0.5186801934939178,5,9.270500296524327,3.4701431329920003,4.0,14.473684210526315,5,1.2,0.4000000000000001,1.0,2.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.159112740075216,0.1785154898277078,14.900398300262168,15.437437700107694,5
interaction:theta_x_Ksmax,800,1.1,312,1.0,0.0,1.0,1.0,5,243.0,11.865917579353061,234.0,266.0,5,0.2830796100389377,0.04478667624085404,0.24892505184052555,0.36922482818346386,5,8.764171182600276,3.4929144832273016,4.0,14.473684210526315,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.252234839927405,0.31395754746464116,14.929913300322369,15.63568709953688,5
interaction:theta_x_Ksmax,900,0.9,128,1.0,0.0,1.0,1.0,5,332.0,13.145341380123988,314.0,351.0,5,0.31951734552061517,0.1412731299458152,0.1979266933252852,0.5838554949067686,5,11.286687681291761,2.33720884027759,7.792207792207792,14.893617021276595,5,3.6,0.8,3.0,5.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,20.633638000069187,6.248873956699403,16.770306900376454,33.072113199857995,5
interaction:theta_x_Ksmax,900,0.9,256,1.0,0.0,1.0,1.0,5,315.4,19.845402490249473,287.0,338.0,5,0.35574233263439825,0.12830315528703004,0.23163868873484553,0.5340050141740772,5,8.90394455211301,2.5675538990599818,5.555555555555555,13.402061855670103,5,2.0,0.0,2.0,2.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.460480160033331,0.13098986042031008,15.272150500211865,15.648787399753928,5
interaction:theta_x_Ksmax,900,0.9,312,1.0,0.0,1.0,1.0,5,305.8,15.612815249018993,297.0,337.0,5,0.2775774770970879,0.12993367129167463,0.1800507778932242,0.5340050141740772,5,8.934206973935327,2.616361999494029,5.555555555555555,12.987012987012987,5,1.2,0.4000000000000001,1.0,2.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.040136260027065,0.13009920043748371,14.838690999895334,15.21554800006561,5
interaction:theta_x_Ksmax,900,1.0,128,1.0,0.0,1.0,1.0,5,315.0,18.3412104289766,291.0,340.0,5,0.32879955471908284,0.1526748211435155,0.11506246041874774,0.5178725194489274,5,8.97210302715896,3.078526693685121,4.444444444444445,12.987012987012987,5,3.0,0.0,3.0,3.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.726607219828292,0.25900726838000043,15.377152800094336,16.124057799810544,5
interaction:theta_x_Ksmax,900,1.0,256,1.0,0.0,1.0,1.0,5,292.8,22.480213522117623,269.0,322.0,5,0.37457983055059885,0.11059098596458948,0.20933654807083768,0.49999664788382536,5,8.564695303234457,2.455629266173368,6.4935064935064934,13.333333333333334,5,2.0,0.0,2.0,2.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.311825399892404,0.26190285778502054,14.930357899982482,15.596151100005955,5
interaction:theta_x_Ksmax,900,1.0,312,1.0,0.0,1.0,1.0,5,280.2,6.705221845696084,272.0,292.0,5,0.31263341087605917,0.10545600572400943,0.20570997781288725,0.49999664788382536,5,8.911227237203468,1.4603114903235503,6.4935064935064934,10.75268817204301,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.074452379904688,0.25043022106821977,14.718371899798512,15.442494600079954,5
interaction:theta_x_Ksmax,900,1.1,128,1.0,0.0,1.0,1.0,5,293.8,14.74313399518569,271.0,313.0,5,0.32469348781600355,0.12632816002281097,0.18048905193108927,0.4802533846312597,5,6.8906700360966635,1.88261259452846,4.123711340206185,9.574468085106384,5,3.0,0.0,3.0,3.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,16.222127000102773,0.799930881094365,15.247062000213191,17.58220890024677,5
interaction:theta_x_Ksmax,900,1.1,256,1.0,0.0,1.0,1.0,5,270.6,23.31179958733345,243.0,299.0,5,0.3745858066428073,0.09477082122838582,0.26881961515704134,0.4923305631411371,5,11.030785296852418,2.860759016979834,6.481481481481482,14.444444444444445,5,2.0,0.0,2.0,2.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.400566700054332,0.1694213750969446,15.183935700217262,15.678626999957487,5
interaction:theta_x_Ksmax,900,1.1,312,1.0,0.0,1.0,1.0,5,265.8,8.207313811473277,260.0,282.0,5,0.3208191977540415,0.09503990421179923,0.21134211709302886,0.4923305631411371,5,8.975281311783858,3.2059867170538157,2.5974025974025974,11.0,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.257360980054363,0.14686275841922686,15.105772600043565,15.4890656999778,5
interaction:theta_x_Ksmax,1000,0.9,128,1.0,0.0,1.0,1.0,5,355.6,17.839282496782207,333.0,385.0,5,0.2997159146883698,0.12786688598432153,0.19427296964074575,0.5413387866540358,5,9.833029970191323,2.165127347902401,7.339449541284404,13.592233009708737,5,4.0,0.6324555320336759,3.0,5.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,21.185123240109533,4.79208654688743,15.585145799908787,27.368089500581846,5
interaction:theta_x_Ksmax,1000,0.9,256,1.0,0.0,1.0,1.0,5,333.0,23.34951819631403,306.0,369.0,5,0.30092109216732915,0.057386035404008134,0.2470954748324892,0.41095873506983666,5,10.120005273206521,3.683016008620445,3.9215686274509802,15.217391304347826,5,2.0,0.0,2.0,2.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.366771580046043,0.09984844021069107,15.180905000073835,15.481247999938205,5
interaction:theta_x_Ksmax,1000,0.9,312,1.0,0.0,1.0,1.0,5,331.6,24.450766859139613,306.0,369.0,5,0.2948689899150291,0.05965183174582592,0.2470954748324892,0.41095873506983666,5,10.692550295292827,3.7138839633171905,3.9215686274509802,15.217391304347826,5,1.8,0.4000000000000001,1.0,2.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.333503680070862,0.20914234971953047,14.971545500215143,15.53885110002011,5
interaction:theta_x_Ksmax,1000,1.0,128,1.0,0.0,1.0,1.0,5,333.0,14.710540438746634,312.0,358.0,5,0.2937090388509238,0.1326828552074204,0.1584373753586266,0.5348525660247057,5,9.513599527046171,1.797414474037873,6.422018348623853,11.650485436893204,5,3.8,0.7483314773547882,3.0,5.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,20.45444335998036,6.468279866607455,15.473819199949503,32.24384499969892,5
interaction:theta_x_Ksmax,1000,1.0,256,1.0,0.0,1.0,1.0,5,311.4,17.269626515938324,294.0,336.0,5,0.37075109395219236,0.128799313774306,0.2700956439103848,0.6147460414007541,5,7.998299032649567,2.9129007943722445,3.9215686274509802,12.5,5,2.0,0.0,2.0,2.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.40113164000213,0.16902680270813572,15.169170100009069,15.58864409965463,5
interaction:theta_x_Ksmax,1000,1.0,312,1.0,0.0,1.0,1.0,5,302.4,18.117394956229223,286.0,336.0,5,0.3020175500224779,0.1271258774792776,0.2082823423485586,0.5528712484915652,5,8.314025592873387,1.5077261404846172,5.555555555555555,9.70873786407767,5,1.2,0.4000000000000001,1.0,2.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.279823440127075,0.07656607315732754,15.14967059995979,15.378667500335723,5
interaction:theta_x_Ksmax,1000,1.1,128,1.0,0.0,1.0,1.0,5,314.0,16.198765385053267,292.0,331.0,5,0.2630377018675583,0.059652653696908475,0.181360261771908,0.3311689700750607,5,9.217772258833245,2.8852491924935935,6.521739130434782,14.563106796116505,5,3.0,0.0,3.0,3.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,16.383236280130223,1.2465241664065456,15.443491300102323,18.816208000062034,5
interaction:theta_x_Ksmax,1000,1.1,256,1.0,0.0,1.0,1.0,5,290.8,21.91255347968374,271.0,318.0,5,0.45793137997516214,0.23774715499531052,0.22508245175230582,0.8820646687213005,5,9.807458956644492,2.6800222964650477,7.339449541284404,14.130434782608695,5,2.0,0.0,2.0,2.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.194282199954614,0.31822061423908216,14.87630070047453,15.724893999751657,5
interaction:theta_x_Ksmax,1000,1.1,312,1.0,0.0,1.0,1.0,5,277.0,12.083045973594572,258.0,292.0,5,0.3915920115300479,0.24673556289099582,0.24396151067607874,0.8820646687213005,5,8.799715410604733,3.4883998443145954,3.1914893617021276,12.037037037037036,5,1.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,15.24914332004264,0.1732824831226036,15.022836900083348,15.47993279993534,5
interaction:theta_x_Ksmax,1500,0.9,128,1.0,0.0,1.0,1.0,5,486.0,29.03101789465881,462.0,536.0,5,0.4429193069841477,0.0858058603714625,0.31498262975059044,0.5281136732513249,5,7.421982353171809,0.6984254241496466,6.622516556291391,8.695652173913043,5,5.4,0.7999999999999999,4.0,6.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,28.378186480049045,4.510249438429999,21.13636319991201,33.59783500013873,5
interaction:theta_x_Ksmax,1500,0.9,256,1.0,0.0,1.0,1.0,5,458.8,30.805194367184246,423.0,502.0,5,0.321080393956902,0.10082486819979362,0.1959821105056314,0.4759451683645599,5,8.100567048137703,1.5163003904419066,5.732484076433121,9.937888198757763,5,2.6,0.4898979485566356,2.0,3.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,17.70580178005621,3.325234356952841,15.684562599984929,24.32455600006506,5
