total_sats,n_planes,sats_per_plane,n_users,ok_mean,ok_median,ok_std,ok_p10,ok_p90,ok_min,ok_max,ok_n,payload_feasible_mean,payload_feasible_median,payload_feasible_std,payload_feasible_p10,payload_feasible_p90,payload_feasible_min,payload_feasible_max,payload_feasible_n,K_mean,K_median,K_std,K_p10,K_p90,K_min,K_max,K_n,U_mean_mean,U_mean_median,U_mean_std,U_mean_p10,U_mean_p90,U_mean_min,U_mean_max,U_mean_n,U_max_mean,U_max_median,U_max_std,U_max_p10,U_max_p90,U_max_min,U_max_max,U_max_n,ent_edge_pct_mean,ent_edge_pct_median,ent_edge_pct_std,ent_edge_pct_p10,ent_edge_pct_p90,ent_edge_pct_min,ent_edge_pct_max,ent_edge_pct_n,best_m_mean,best_m_median,best_m_std,best_m_p10,best_m_p90,best_m_min,best_m_max,best_m_n,ms_n_active_mean,ms_n_active_median,ms_n_active_std,ms_n_active_p10,ms_n_active_p90,ms_n_active_min,ms_n_active_max,ms_n_active_n,payload_n_viol_K_mean,payload_n_viol_K_median,payload_n_viol_K_std,payload_n_viol_K_p10,payload_n_viol_K_p90,payload_n_viol_K_min,payload_n_viol_K_max,payload_n_viol_K_n,payload_n_viol_T_mean,payload_n_viol_T_median,payload_n_viol_T_std,payload_n_viol_T_p10,payload_n_viol_T_p90,payload_n_viol_T_min,payload_n_viol_T_max,payload_n_viol_T_n,payload_K_over_sum_mean,payload_K_over_sum_median,payload_K_over_sum_std,payload_K_over_sum_p10,payload_K_over_sum_p90,payload_K_over_sum_min,payload_K_over_sum_max,payload_K_over_sum_n,payload_T_over_sum_mean,payload_T_over_sum_median,payload_T_over_sum_std,payload_T_over_sum_p10,payload_T_over_sum_p90,payload_T_over_sum_min,payload_T_over_sum_max,payload_T_over_sum_n,runtime_total_s_mean,runtime_total_s_median,runtime_total_s_std,runtime_total_s_p10,runtime_total_s_p90,runtime_total_s_min,runtime_total_s_max,runtime_total_s_n
96,8,12,2000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,94.55,98.5,33.826727598158236,50.0,141.0,44.0,154.0,20,44.694956766697544,39.93371112354208,12.855979611451533,33.08157066066768,67.24019929352616,32.024063069370165,70.96747797339262,20,,,,,,,,0
96,8,12,3000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,153.65,157.5,34.2553280527278,106.6,193.10000000000002,97.0,214.0,20,82.74529283057622,75.87544101388808,20.125636978484273,63.17420851236723,120.0740239798411,62.91515002943973,124.93358945540135,20,,,,,,,,0
96,12,8,1000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,2.25,3.0,0.9420721840708386,1.0,3.0,1.0,3.0,20,2.25,3.0,0.9420721840708386,1.0,3.0,1.0,3.0,20,1.3,1.0,0.45825756949558394,1.0,2.0,1.0,2.0,20,1.15,1.0,0.3570714214271425,1.0,2.0,1.0,2.0,20,95.85,94.0,32.28664584623184,69.5,137.90000000000003,34.0,178.0,20,18.990129295591004,17.7204082323104,11.547468377953477,5.610247873485488,36.05567385461641,1.7321698016990794,39.5743320376949,20,,,,,,,,0
96,12,8,2000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,289.95,308.0,64.09951247864527,195.6,359.7,179.0,369.0,20,91.55618301691752,96.34771812431212,15.661950019682484,67.57818138119845,107.5735886661743,60.19087007537138,115.6793609102771,20,,,,,,,,0
96,12,8,3000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,401.85,415.0,84.78400497735407,298.6,496.0,246.0,518.0,20,147.6285432851637,155.71256892578361,22.7229286731892,112.17564352089235,169.9099408206239,101.40806148190133,176.77118838438213,20,,,,,,,,0
120,6,20,1000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.2,0.0,0.4,0.0,1.0,0.0,1.0,20,24.25,20.0,7.980444849756184,19.0,32.900000000000006,19.0,38.0,4,0.2689793059319893,0.2498788037068601,0.17954213479553802,0.09094937985742768,0.4622896337866543,0.08983882477217874,0.4863207915420582,4,1.9181464216552908,0.7733308456334342,2.288580275420917,0.3028552463982526,4.449290057729815,0.2985427673736209,5.827381227980673,4,17.261904761904763,9.523809523809524,20.438434182606425,0.0,40.71428571428572,0.0,50.0,4,2.3,2.0,1.1445523142259597,1.0,4.0,1.0,4.0,20,2.3,2.0,1.1445523142259597,1.0,4.0,1.0,4.0,20,1.15,1.0,0.7921489758877429,0.0,2.0,0.0,2.0,20,0.95,1.0,0.5894913061275798,0.0,2.0,0.0,2.0,20,48.65,54.0,34.104655107477626,0.0,87.70000000000002,0.0,99.0,20,14.727022248066785,13.494420656788783,11.42947643533618,0.0,30.596578306427595,0.0,34.75324918590648,20,0.07698277499730466,0.0397758499984775,0.06810400098655693,0.0353439599963167,0.14838712999735437,0.03352019999510958,0.19485919999715406,4
120,6,20,2000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.15,0.0,0.3570714214271425,0.0,1.0,0.0,1.0,20,35.0,33.0,4.320493798938574,31.4,39.4,31.0,41.0,3,0.26749449732917546,0.15696431568271627,0.16244324503278995,0.15007213713572332,0.42912893018121123,0.14834909249897507,0.497170083805835,3,1.9442782227534885,0.899622741731573,1.689650780138995,0.6642846959707446,3.6421339419449996,0.6054501845305374,4.327761741998356,3,13.333333333333334,0.0,18.856180831641264,0.0,32.0,0.0,40.0,3,1.15,1.0,0.47696960070847283,1.0,1.1000000000000014,1.0,3.0,20,1.15,1.0,0.47696960070847283,1.0,1.1000000000000014,1.0,3.0,20,0.8,1.0,0.4,0.0,1.0,0.0,1.0,20,0.9,1.0,0.43588989435406733,0.0,1.0,0.0,2.0,20,188.75,220.5,128.5359385541647,0.0,326.0,0.0,342.0,20,64.2136288013576,81.34121325956158,35.52600230624318,0.0,99.1109876400007,0.0,103.48330622471688,20,0.06252306666525935,0.06393109999771696,0.004856109946667497,0.05758453999878839,0.06689837999874726,0.055997899999056244,0.06764019999900484,3
120,6,20,3000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.1,0.0,0.30000000000000004,0.0,0.10000000000000142,0.0,1.0,20,43.0,43.0,5.0,39.0,47.0,38.0,48.0,2,0.12408350475528253,0.12408350475528253,0.003518857752585716,0.12126841855321395,0.1268985909573511,0.12056464700269681,0.12760236250786824,2,0.4694254970130368,0.4694254970130368,0.13692890392057777,0.3598823738765746,0.578968620149499,0.33249659309245905,0.6063544009336146,2,8.333333333333334,8.333333333333334,8.333333333333334,1.666666666666667,15.000000000000002,0.0,16.666666666666668,2,1.05,1.0,0.21794494717703378,1.0,1.0,1.0,2.0,20,1.05,1.0,0.21794494717703378,1.0,1.0,1.0,2.0,20,0.75,1.0,0.4330127018922193,0.0,1.0,0.0,1.0,20,0.9,1.0,0.3,0.9000000000000001,1.0,0.0,1.0,20,268.5,325.5,176.10919907829916,0.0,447.3,0.0,477.0,20,106.1310821775244,134.18341907563126,56.06602937127365,5.169753850586048,160.56376649107662,0.0,166.77869704625243,20,0.0758250999970187,0.0758250999970187,0.011953699999139644,0.06626213999770698,0.08538805999633041,0.06387139999787905,0.08777879999615834,2
120,8,15,1000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.3,0.0,0.45825756949558394,0.0,1.0,0.0,1.0,20,105.16666666666667,109.0,30.580040694689874,69.0,137.5,62.0,149.0,6,0.2833823834735196,0.2809651888251716,0.046806600454045895,0.2329596135292476,0.33622234806613954,0.20218813945772163,0.35265168789000284,6,1.5672523646806935,1.4631043597325601,0.6109395654406248,0.963024441288562,2.2756282930209584,0.809051979743847,2.729071868631613,6,12.3408618018035,10.597826086956522,5.369247531782157,7.221860767729343,19.20289855072464,6.896551724137931,21.73913043478261,6,2.0,2.0,1.0,1.0,3.0,1.0,3.0,20,2.0,2.0,1.0,1.0,3.0,1.0,3.0,20,0.8,1.0,0.6000000000000001,0.0,1.1000000000000014,0.0,2.0,20,0.85,1.0,0.7262919523166975,0.0,2.0,0.0,2.0,20,84.0,63.5,79.73518671201566,0.0,184.0,0.0,193.0,20,17.824402420878208,11.549096801407046,17.11729410882819,0.0,40.032190987571525,0.0,45.24205073478332,20,0.34807471666499623,0.4004282999994757,0.18464272748129726,0.10906204999628244,0.5347337999992305,0.10704289999557659,0.5918041999975685,6
120,8,15,2000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.1,0.0,0.30000000000000004,0.0,0.10000000000000142,0.0,1.0,20,166.0,166.0,0.0,166.0,166.0,166.0,166.0,1,0.249731861020744,0.249731861020744,0.0,0.249731861020744,0.249731861020744,0.249731861020744,0.249731861020744,1,1.1361307872337343,1.1361307872337343,0.0,1.1361307872337343,1.1361307872337343,1.1361307872337343,1.1361307872337343,1,5.769230769230769,5.769230769230769,0.0,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,1,1.5,1.0,0.8660254037844386,1.0,3.0,1.0,3.0,20,1.5,1.0,0.8660254037844386,1.0,3.0,1.0,3.0,20,0.85,1.0,0.3570714214271425,0.0,1.0,0.0,1.0,20,0.95,1.0,0.3840572873934304,0.9000000000000001,1.0,0.0,2.0,20,220.1,274.5,135.94112696310856,0.0,344.5,0.0,366.0,20,68.1753581020028,82.03203129993258,40.696034547799165,1.9967088948652592,105.26443631871017,0.0,116.17124820485003,20,2.460820299998886,2.460820299998886,0.0,2.460820299998886,2.460820299998886,2.460820299998886,2.460820299998886,1
120,8,15,3000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,1.2,1.0,0.6,1.0,1.2000000000000028,1.0,3.0,20,1.2,1.0,0.6,1.0,1.2000000000000028,1.0,3.0,20,0.95,1.0,0.2179449471770337,1.0,1.0,0.0,1.0,20,1.1,1.0,0.3,1.0,1.1000000000000014,1.0,2.0,20,325.1,367.0,166.92869735309145,75.00000000000001,486.3,0.0,490.0,20,121.23995702249604,138.7001083881039,49.76702315837338,52.81311707883561,167.2811023549595,11.661942052818581,177.25554270197821,20,,,,,,,,0
120,12,10,1000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.15,0.0,0.35707142142714243,0.0,1.0,0.0,1.0,20,137.33333333333334,138.0,7.363574011458174,130.0,144.4,128.0,146.0,3,0.2773374945926818,0.29395879922725415,0.039309953672085,0.23725928107736008,0.31076718625417454,0.22308440153988657,0.31496928301090465,3,1.9846604703936261,1.9450163373213978,0.39752247796283996,1.6040680489810113,2.381110545035132,1.5188309768959147,2.490134096963566,3,12.365967365967366,13.461538461538462,1.6745132910898979,10.692307692307692,13.601398601398602,10.0,13.636363636363637,3,2.2,2.0,0.7483314773547886,1.0,3.0,1.0,3.0,20,2.2,2.0,0.7483314773547886,1.0,3.0,1.0,3.0,20,0.5,0.5,0.5,0.0,1.0,0.0,1.0,20,1.0,1.0,0.5477225575051661,0.0,2.0,0.0,2.0,20,33.9,2.0,52.63069446625229,0.0,120.80000000000004,0.0,163.0,20,11.066966902404403,7.900678976570919,10.900972430312976,0.0,25.912268985855743,0.0,35.059026796029165,20,0.40781529999852256,0.3819240999982867,0.05315350949381422,0.36410065999880314,0.46188641999833635,0.3596447999989323,0.48187699999834877,3
120,12,10,2000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,1.3,1.0,0.6403124237432848,1.0,2.1000000000000014,1.0,3.0,20,1.3,1.0,0.6403124237432848,1.0,2.1000000000000014,1.0,3.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,180.9,178.0,57.633236938419486,125.60000000000001,259.7,60.0,312.0,20,68.2469596590258,66.5020812021721,13.796353935557299,49.861172369504324,86.31738848946624,36.1518665383889,92.61336834871165,20,,,,,,,,0
120,12,10,3000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,1.15,1.0,0.47696960070847283,1.0,1.1000000000000014,1.0,3.0,20,1.15,1.0,0.47696960070847283,1.0,1.1000000000000014,1.0,3.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,270.35,263.0,65.58069456783757,186.5,352.6,181.0,429.0,20,116.12234328478158,116.67575916230268,20.971059970946772,89.07374747982152,142.17483538204021,67.4931141751953,146.95543116523584,20,,,,,,,,0
144,6,24,1000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.2,0.0,0.4000000000000001,0.0,1.0,0.0,1.0,20,88.25,74.0,42.51102798098395,53.2,134.70000000000002,46.0,159.0,4,0.30704560690308313,0.28833871125288796,0.05253903441596015,0.2629053321717417,0.3661513981545808,0.2575258295470653,0.39397917555949147,4,1.9086388516596642,1.8490622337024312,1.0158083820658834,0.8466992029731776,3.0182397947119375,0.7188965150239843,3.21753442420981,4,11.322876155907009,10.025062656641605,3.5334591656295093,8.457142857142857,15.226860254083487,8.0,17.24137931034483,4,3.1,3.0,1.2609520212918492,1.0,4.100000000000001,1.0,5.0,20,3.1,3.0,1.2609520212918492,1.0,4.100000000000001,1.0,5.0,20,0.9,1.0,0.6244997998398398,0.0,2.0,0.0,2.0,20,0.9,1.0,0.6244997998398398,0.0,2.0,0.0,2.0,20,35.35,27.0,32.309866913993936,0.0,80.0,0.0,105.0,20,11.490484937929832,8.610749131195654,11.152209026028869,0.0,26.319296293582486,0.0,33.985013385358,20,0.29073294999943755,0.16863200000079814,0.2747159917909897,0.08508227999991505,0.5940643799978716,0.06738509999922826,0.7582826999969257,4
144,6,24,2000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,0.9,1.0,0.30000000000000004,0.9000000000000001,1.0,0.0,1.0,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,184.45,184.0,124.10619444653037,15.300000000000002,353.2,0.0,369.0,20,67.86391146272601,75.44979640997519,32.97832045911714,18.755434572784086,104.48013354775125,11.234665126536719,115.6793609102771,20,,,,,,,,0
