WALKER SIZE STUDY TABLES

Aggregation note:
- payload_feasible is best interpreted through mean
- continuous metrics are best interpreted through median and p10/p90
- by-time summary aggregates over seeds at each fixed snapshot time
- over-time summary aggregates over all runs across all fixed snapshot times and seeds

======================================================================================================================================================
INTERACTION SUMMARY BY TIME

snapshot_time_utc_iso  total_sats  n_planes  sats_per_plane  n_users  payload_feasible_mean  K_median  best_m_median  U_mean_median  U_max_median  ent_edge_pct_median  runtime_total_s_median  payload_T_over_sum_median
 2026-01-01T18:00:00Z         168        12              14     1000                    0.2      70.0            4.0       0.323568      5.073688            15.384615                0.096953                  13.049239
 2026-01-01T18:00:00Z         168        12              14     2000                    0.0       NaN            6.0            NaN           NaN                  NaN                     NaN                  67.574384
 2026-01-01T18:00:00Z         168        12              14     3000                    0.0       NaN            1.0            NaN           NaN                  NaN                     NaN                  63.545285
 2026-01-01T18:00:00Z         192         6              32     1000                    0.0       NaN            5.0            NaN           NaN                  NaN                     NaN                   7.314241
 2026-01-01T18:00:00Z         192         6              32     2000                    0.0       NaN            1.0            NaN           NaN                  NaN                     NaN                  71.579095
 2026-01-01T18:00:00Z         192         6              32     3000                    0.0       NaN            1.0            NaN           NaN                  NaN                     NaN                 126.040488
 2026-01-01T18:00:00Z         192         8              24     1000                    0.0       NaN            4.0            NaN           NaN                  NaN                     NaN                  19.822095
 2026-01-01T18:00:00Z         192         8              24     2000                    0.0       NaN            1.0            NaN           NaN                  NaN                     NaN                  97.287174
 2026-01-01T18:00:00Z         192         8              24     3000                    0.0       NaN            1.0            NaN           NaN                  NaN                     NaN                 155.598485
 2026-01-01T18:00:00Z         192        12              16     1000                    0.8     144.0            5.0       0.292133      2.198505            10.119048                1.131773                   0.000000
 2026-01-01T18:00:00Z         192        12              16     2000                    0.0       NaN            5.0            NaN           NaN                  NaN                     NaN                  31.619933
 2026-01-01T18:00:00Z         192        12              16     3000                    0.0       NaN            1.0            NaN           NaN                  NaN                     NaN                  65.835212

======================================================================================================================================================
INTERACTION SUMMARY OVER TIME

 total_sats  n_planes  sats_per_plane  n_users  payload_feasible_mean  K_median  best_m_median  U_mean_median  U_max_median  ent_edge_pct_median  runtime_total_s_median  payload_T_over_sum_median
         72         6              12     1000                   0.15      72.0            1.0       0.254496      1.591055             3.921569                0.100706                   9.163506
         72         6              12     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  45.208871
         72         6              12     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  76.800125
         72         8               9     1000                   0.65      32.5            1.0       0.275926      0.924032             3.000000                0.027182                   0.000000
         72         8               9     2000                   0.45      23.5            1.0       0.115033      0.434082             0.000000                0.033676                   6.362558
         72         8               9     3000                   0.45      26.5            1.0       0.147617      0.459403            29.166667                0.062479                  20.146369
         72        12               6     1000                   0.00       NaN            2.0            NaN           NaN                  NaN                     NaN                  22.613609
         72        12               6     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  69.793528
         72        12               6     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 122.241174
         96         6              16     1000                   0.45      78.0            2.0       0.275458      1.930564             9.523810                0.155431                   1.870522
         96         6              16     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  37.560849
         96         6              16     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  69.084121
         96         8              12     1000                   0.15     158.0            3.0       0.229570      1.425993             6.382979                0.382291                  12.041541
         96         8              12     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  39.933711
         96         8              12     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  75.875441
         96        12               8     1000                   0.00       NaN            3.0            NaN           NaN                  NaN                     NaN                  17.720408
         96        12               8     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  96.347718
         96        12               8     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 155.712569
        120         6              20     1000                   0.20      20.0            2.0       0.249879      0.773331             9.523810                0.039776                  13.494421
        120         6              20     2000                   0.15      33.0            1.0       0.156964      0.899623             0.000000                0.063931                  81.341213
        120         6              20     3000                   0.10      43.0            1.0       0.124084      0.469425             8.333333                0.075825                 134.183419
        120         8              15     1000                   0.30     109.0            2.0       0.280965      1.463104            10.597826                0.400428                  11.549097
        120         8              15     2000                   0.10     166.0            1.0       0.249732      1.136131             5.769231                2.460820                  82.032031
        120         8              15     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 138.700108
        120        12              10     1000                   0.15     138.0            2.0       0.293959      1.945016            13.461538                0.381924                   7.900679
        120        12              10     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  66.502081
        120        12              10     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 116.675759
        144         6              24     1000                   0.20      74.0            3.0       0.288339      1.849062            10.025063                0.168632                   8.610749
        144         6              24     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  75.449796
        144         6              24     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 127.458342
        144         8              18     1000                   0.00       NaN            3.0            NaN           NaN                  NaN                     NaN                  13.575918
        144         8              18     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  74.464340
        144         8              18     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 123.915613
        144        12              12     1000                   0.05     146.0            1.0       0.298064      3.091306             3.921569                0.252145                   5.056802
        144        12              12     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  39.933711
        144        12              12     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  75.875441
        168         6              28     1000                   0.25     156.0            4.0       0.286035      1.612040             5.882353                0.244639                   0.552983
        168         6              28     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  65.351816
        168         6              28     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 114.767599
        168         8              21     1000                   0.05     258.0            3.5       0.298664      2.431477             9.821429                1.637709                  17.086874
        168         8              21     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  98.801134
        168         8              21     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 160.596187
        168        12              14     1000                   0.10     124.5            4.0       0.313805      3.383710            10.161443                0.579115                  13.300758
        168        12              14     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  87.641502
        168        12              14     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 138.705257
        192         6              32     1000                   0.15     192.0            4.0       0.337424      2.541652            12.903226                2.039880                   0.000000
        192         6              32     2000                   0.00       NaN            5.0            NaN           NaN                  NaN                     NaN                  57.560114
        192         6              32     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 126.862314
        192         8              24     1000                   0.15     264.0            4.0       0.288668      3.215307            11.332733                3.053489                   8.201928
        192         8              24     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  87.321853
        192         8              24     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 148.114784
        192        12              16     1000                   0.50     149.0            4.5       0.293504      2.418937             9.523810                0.931078                   0.000000
        192        12              16     2000                   0.00       NaN            4.5            NaN           NaN                  NaN                     NaN                  43.041393
        192        12              16     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 105.770226

======================================================================================================================================================
ONE-FACTOR SUMMARY OVER TIME (n_planes = 6)

 total_sats  n_users  payload_feasible_mean  K_median  best_m_median  U_mean_median  U_max_median  ent_edge_pct_median  runtime_total_s_median  payload_T_over_sum_median
         72     1000                   0.15      72.0            1.0       0.254496      1.591055             3.921569                0.100706                   9.163506
         72     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  45.208871
         72     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  76.800125
         96     1000                   0.45      78.0            2.0       0.275458      1.930564             9.523810                0.155431                   1.870522
         96     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  37.560849
         96     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  69.084121
        120     1000                   0.20      20.0            2.0       0.249879      0.773331             9.523810                0.039776                  13.494421
        120     2000                   0.15      33.0            1.0       0.156964      0.899623             0.000000                0.063931                  81.341213
        120     3000                   0.10      43.0            1.0       0.124084      0.469425             8.333333                0.075825                 134.183419
        144     1000                   0.20      74.0            3.0       0.288339      1.849062            10.025063                0.168632                   8.610749
        144     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  75.449796
        144     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 127.458342
        168     1000                   0.25     156.0            4.0       0.286035      1.612040             5.882353                0.244639                   0.552983
        168     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  65.351816
        168     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 114.767599
        192     1000                   0.15     192.0            4.0       0.337424      2.541652            12.903226                2.039880                   0.000000
        192     2000                   0.00       NaN            5.0            NaN           NaN                  NaN                     NaN                  57.560114
        192     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 126.862314

======================================================================================================================================================
ONE-FACTOR SUMMARY OVER TIME (n_planes = 8)

 total_sats  n_users  payload_feasible_mean  K_median  best_m_median  U_mean_median  U_max_median  ent_edge_pct_median  runtime_total_s_median  payload_T_over_sum_median
         72     1000                   0.65      32.5            1.0       0.275926      0.924032             3.000000                0.027182                   0.000000
         72     2000                   0.45      23.5            1.0       0.115033      0.434082             0.000000                0.033676                   6.362558
         72     3000                   0.45      26.5            1.0       0.147617      0.459403            29.166667                0.062479                  20.146369
         96     1000                   0.15     158.0            3.0       0.229570      1.425993             6.382979                0.382291                  12.041541
         96     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  39.933711
         96     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  75.875441
        120     1000                   0.30     109.0            2.0       0.280965      1.463104            10.597826                0.400428                  11.549097
        120     2000                   0.10     166.0            1.0       0.249732      1.136131             5.769231                2.460820                  82.032031
        120     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 138.700108
        144     1000                   0.00       NaN            3.0            NaN           NaN                  NaN                     NaN                  13.575918
        144     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  74.464340
        144     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 123.915613
        168     1000                   0.05     258.0            3.5       0.298664      2.431477             9.821429                1.637709                  17.086874
        168     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  98.801134
        168     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 160.596187
        192     1000                   0.15     264.0            4.0       0.288668      3.215307            11.332733                3.053489                   8.201928
        192     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  87.321853
        192     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 148.114784

======================================================================================================================================================
ONE-FACTOR SUMMARY OVER TIME (n_planes = 12)

 total_sats  n_users  payload_feasible_mean  K_median  best_m_median  U_mean_median  U_max_median  ent_edge_pct_median  runtime_total_s_median  payload_T_over_sum_median
         72     1000                   0.00       NaN            2.0            NaN           NaN                  NaN                     NaN                  22.613609
         72     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  69.793528
         72     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 122.241174
         96     1000                   0.00       NaN            3.0            NaN           NaN                  NaN                     NaN                  17.720408
         96     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  96.347718
         96     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 155.712569
        120     1000                   0.15     138.0            2.0       0.293959      1.945016            13.461538                0.381924                   7.900679
        120     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  66.502081
        120     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 116.675759
        144     1000                   0.05     146.0            1.0       0.298064      3.091306             3.921569                0.252145                   5.056802
        144     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  39.933711
        144     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  75.875441
        168     1000                   0.10     124.5            4.0       0.313805      3.383710            10.161443                0.579115                  13.300758
        168     2000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                  87.641502
        168     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 138.705257
        192     1000                   0.50     149.0            4.5       0.293504      2.418937             9.523810                0.931078                   0.000000
        192     2000                   0.00       NaN            4.5            NaN           NaN                  NaN                     NaN                  43.041393
        192     3000                   0.00       NaN            1.0            NaN           NaN                  NaN                     NaN                 105.770226
