ok,seed,n_users,total_sats,n_planes,sats_per_plane,snapshot_time_utc_iso,payload_feasible,K,U_mean,U_max,ent_edge_pct,best_m,ms_n_active,payload_n_viol_K,payload_n_viol_T,payload_K_over_sum,payload_T_over_sum,runtime_total_s
1,5,3000,168,8,21,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,497.0,175.49022124727043,
1,1,1000,168,12,14,2026-01-01T00:00:00Z,0,,,,,4.0,4.0,1.0,1.0,133.0,18.435313469792106,
1,2,1000,168,12,14,2026-01-01T00:00:00Z,0,,,,,4.0,4.0,2.0,1.0,66.0,22.650654596916226,
1,3,1000,168,12,14,2026-01-01T00:00:00Z,0,,,,,3.0,3.0,1.0,1.0,74.0,17.374911556406467,
1,4,1000,168,12,14,2026-01-01T00:00:00Z,0,,,,,4.0,4.0,2.0,1.0,75.0,17.075637734515354,
1,5,1000,168,12,14,2026-01-01T00:00:00Z,0,,,,,4.0,4.0,1.0,1.0,111.0,24.27575133463654,
1,1,2000,168,12,14,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,376.0,98.18510093707283,
1,2,2000,168,12,14,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,349.0,101.83854260313376,
1,3,2000,168,12,14,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,361.0,101.49562238037322,
1,4,2000,168,12,14,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,358.0,108.50851533769054,
1,5,2000,168,12,14,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,352.0,113.80210762980789,
1,1,3000,168,12,14,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,531.0,163.0906447454375,
1,2,3000,168,12,14,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,461.0,163.51271346830376,
1,3,3000,168,12,14,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,491.0,167.6208574187399,
1,4,3000,168,12,14,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,488.0,166.73749396327918,
1,5,3000,168,12,14,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,497.0,175.49022124727043,
1,1,1000,192,6,32,2026-01-01T00:00:00Z,0,,,,,6.0,6.0,2.0,0.0,27.0,0.0,
1,2,1000,192,6,32,2026-01-01T00:00:00Z,0,,,,,5.0,5.0,1.0,0.0,21.0,0.0,
1,3,1000,192,6,32,2026-01-01T00:00:00Z,1,287.0,0.20538560341796452,1.5991687656880842,14.130434782608695,5.0,5.0,0.0,0.0,0.0,0.0,144.3681589000007
1,4,1000,192,6,32,2026-01-01T00:00:00Z,0,,,,,3.0,3.0,1.0,0.0,28.0,0.0,
1,5,1000,192,6,32,2026-01-01T00:00:00Z,0,,,,,4.0,4.0,1.0,0.0,26.0,0.0,
1,1,2000,192,6,32,2026-01-01T00:00:00Z,0,,,,,6.0,6.0,3.0,3.0,170.0,33.301778448768296,
1,2,2000,192,6,32,2026-01-01T00:00:00Z,0,,,,,6.0,6.0,2.0,4.0,157.0,31.480028284298914,
1,3,2000,192,6,32,2026-01-01T00:00:00Z,0,,,,,5.0,5.0,2.0,2.0,153.0,39.59290685781323,
1,4,2000,192,6,32,2026-01-01T00:00:00Z,0,,,,,6.0,6.0,3.0,3.0,162.0,54.53082387200216,
1,5,2000,192,6,32,2026-01-01T00:00:00Z,0,,,,,6.0,6.0,3.0,3.0,153.0,61.04902821548462,
1,1,3000,192,6,32,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,362.0,132.45021080629618,
1,2,3000,192,6,32,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,300.0,112.89124098837061,
1,3,3000,192,6,32,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,258.0,93.41921837638715,
1,4,3000,192,6,32,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,359.0,121.02702062557063,
1,5,3000,192,6,32,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,299.0,125.47371573717413,
1,1,1000,192,8,24,2026-01-01T00:00:00Z,0,,,,,4.0,4.0,1.0,1.0,17.0,8.674764625657119,
1,2,1000,192,8,24,2026-01-01T00:00:00Z,0,,,,,4.0,4.0,1.0,1.0,11.0,5.252734166049844,
1,3,1000,192,8,24,2026-01-01T00:00:00Z,0,,,,,3.0,3.0,1.0,1.0,41.0,5.515077644590903,
1,4,1000,192,8,24,2026-01-01T00:00:00Z,1,275.0,0.2662674160603147,1.5983429233235373,9.821428571428571,5.0,5.0,0.0,0.0,0.0,0.0,
1,5,1000,192,8,24,2026-01-01T00:00:00Z,0,,,,,5.0,5.0,0.0,1.0,0.0,8.866243678413852,
1,1,2000,192,8,24,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,247.0,67.84184030073678,
1,2,2000,192,8,24,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,196.0,93.19992956183353,
1,3,2000,192,8,24,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,249.0,84.44193843603247,
1,4,2000,192,8,24,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,179.0,65.20525110535351,
1,5,2000,192,8,24,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,229.0,87.41802983410611,
1,1,3000,192,8,24,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,341.0,113.07370064190826,
1,2,3000,192,8,24,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,302.0,152.19971504532683,
1,3,3000,192,8,24,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,341.0,144.03533440332055,
1,4,3000,192,8,24,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,246.0,101.40806148190133,
1,5,3000,192,8,24,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,300.0,131.7304471822839,
1,1,1000,192,12,16,2026-01-01T00:00:00Z,0,,,,,3.0,3.0,1.0,1.0,9.0,2.5253119308775815,
1,2,1000,192,12,16,2026-01-01T00:00:00Z,0,,,,,6.0,6.0,0.0,1.0,0.0,9.976658635620865,
1,3,1000,192,12,16,2026-01-01T00:00:00Z,0,,,,,4.0,4.0,1.0,2.0,14.0,3.088120388253248,
1,4,1000,192,12,16,2026-01-01T00:00:00Z,0,,,,,4.0,4.0,0.0,1.0,0.0,1.6004600142287053,
1,5,1000,192,12,16,2026-01-01T00:00:00Z,1,241.0,0.26710528501744835,5.781901538680712,5.813953488372093,4.0,4.0,0.0,0.0,0.0,0.0,5.386908600001334
1,1,2000,192,12,16,2026-01-01T00:00:00Z,0,,,,,6.0,6.0,2.0,2.0,134.0,54.581695866488815,
1,2,2000,192,12,16,2026-01-01T00:00:00Z,0,,,,,6.0,6.0,2.0,2.0,73.0,65.08460471167625,
1,3,2000,192,12,16,2026-01-01T00:00:00Z,0,,,,,5.0,5.0,2.0,2.0,99.0,54.71334701720341,
1,4,2000,192,12,16,2026-01-01T00:00:00Z,0,,,,,6.0,6.0,1.0,2.0,42.0,44.60053081838424,
1,5,2000,192,12,16,2026-01-01T00:00:00Z,0,,,,,6.0,6.0,2.0,2.0,53.0,22.14672646627596,
1,1,3000,192,12,16,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,341.0,113.07370064190826,
1,2,3000,192,12,16,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,302.0,152.19971504532683,
1,3,3000,192,12,16,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,341.0,144.03533440332055,
1,4,3000,192,12,16,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,246.0,101.40806148190133,
1,5,3000,192,12,16,2026-01-01T00:00:00Z,0,,,,,1.0,1.0,1.0,1.0,300.0,131.7304471822839,
1,1,1000,72,6,12,2026-01-01T06:00:00Z,1,72.0,0.2364370548515219,1.2363053706690523,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.100705899996683
1,2,1000,72,6,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,0.0,1.0,0.0,8.712242462172,
1,3,1000,72,6,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,11.0,21.584349474485343,
1,4,1000,72,6,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,18.0,24.189812714743617,
1,5,1000,72,6,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,4.0,9.614768572206174,
1,1,2000,72,6,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,14.0,13.997827444577759,
1,2,2000,72,6,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,51.0,45.62634457911045,
1,3,2000,72,6,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,92.0,69.81238351931091,
1,4,2000,72,6,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,67.0,76.92323192523233,
1,5,2000,72,6,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,67.0,47.06487072444639,
1,1,3000,72,6,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,61.0,27.864385380000016,
1,2,3000,72,6,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,93.0,76.21329906701472,
1,3,3000,72,6,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,130.0,123.81919791825828,
1,4,3000,72,6,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,108.0,117.38373949221003,
1,5,3000,72,6,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,84.0,70.30922833962487,
1,1,1000,72,8,9,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0208615999945323
1,2,1000,72,8,9,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0216035000012198
1,3,1000,72,8,9,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.02198839999982738
1,4,1000,72,8,9,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.020584300000336953
1,5,1000,72,8,9,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.02006650000475929
1,1,2000,72,8,9,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.03185020000455552
1,2,2000,72,8,9,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.033614799998758826
1,3,2000,72,8,9,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.033675500002573244
1,4,2000,72,8,9,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.030422800002270378
1,5,2000,72,8,9,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.03334860000904882
1,1,3000,72,8,9,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.04687180000109947
1,2,3000,72,8,9,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.045855599993956275
1,3,3000,72,8,9,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.06247879999864381
1,4,3000,72,8,9,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0422201999972458
1,5,3000,72,8,9,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0433009000007587
1,1,1000,72,12,6,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,47.0,17.04123893970852,
1,2,1000,72,12,6,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,32.0,32.43963250149894,
1,3,1000,72,12,6,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,64.0,28.249451373010913,
1,4,1000,72,12,6,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,23.0,19.1775985001579,
1,5,1000,72,12,6,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,53.0,24.103905024238003,
1,1,2000,72,12,6,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,127.0,62.95494904138994,
1,2,2000,72,12,6,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,113.0,85.37619182411265,
1,3,2000,72,12,6,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,146.0,76.01886091726269,
1,4,2000,72,12,6,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,98.0,65.67476922740393,
1,5,2000,72,12,6,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,133.0,71.38376790780008,
1,1,3000,72,12,6,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,245.0,124.79163611802201,
1,2,3000,72,12,6,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,178.0,134.0422048966367,
1,3,3000,72,12,6,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,199.0,129.3184023533973,
1,4,3000,72,12,6,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,142.0,102.76225829583848,
1,5,3000,72,12,6,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,189.0,102.47276785271248,
1,1,1000,96,6,16,2026-01-01T06:00:00Z,1,78.0,0.2754575049626533,1.1449054748546283,17.24137931034483,1.0,1.0,0.0,0.0,0.0,0.0,0.22057110000241664
1,2,1000,96,6,16,2026-01-01T06:00:00Z,1,70.0,0.2575258295470653,0.7188965150239843,9.523809523809524,1.0,1.0,0.0,0.0,0.0,0.0,0.1554305999998178
1,3,1000,96,6,16,2026-01-01T06:00:00Z,1,46.0,0.3012199175431226,3.21753442420981,10.526315789473685,1.0,1.0,0.0,0.0,0.0,0.0,0.08549309999943944
1,4,1000,96,6,16,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,2.0,6.149744206580717,
1,5,1000,96,6,16,2026-01-01T06:00:00Z,1,,,,,1.0,1.0,0.0,0.0,0.0,0.0,
1,1,2000,96,6,16,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,22.0,19.40847696120511,
1,2,2000,96,6,16,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,17.0,12.878053076994874,
1,3,2000,96,6,16,2026-01-01T06:00:00Z,0,,,,,3.0,3.0,0.0,2.0,0.0,19.32601344639569,
1,4,2000,96,6,16,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,36.0,35.21726745215767,
1,5,2000,96,6,16,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,0.0,1.0,0.0,24.03424700714467,
1,1,3000,96,6,16,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,62.0,43.07293721075369,
1,2,3000,96,6,16,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,43.0,34.23074452942433,
1,3,3000,96,6,16,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,13.0,29.40175820711317,
1,4,3000,96,6,16,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,81.0,63.38935438627709,
1,5,3000,96,6,16,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,40.0,57.35300405101847,
1,1,1000,96,8,12,2026-01-01T06:00:00Z,1,158.0,0.22956991455720407,1.448750261110123,4.3478260869565215,2.0,2.0,0.0,0.0,0.0,0.0,0.42593090000445955
1,2,1000,96,8,12,2026-01-01T06:00:00Z,0,,,,,3.0,3.0,1.0,2.0,21.0,12.64369999800482,
1,3,1000,96,8,12,2026-01-01T06:00:00Z,0,,,,,3.0,3.0,0.0,2.0,0.0,5.134191275035565,
1,4,1000,96,8,12,2026-01-01T06:00:00Z,0,,,,,3.0,3.0,1.0,2.0,29.0,17.202803896017787,
1,5,1000,96,8,12,2026-01-01T06:00:00Z,0,,,,,3.0,3.0,1.0,2.0,4.0,10.193356338740319,
1,1,2000,96,8,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,104.0,33.16997603608287,
1,2,2000,96,8,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,108.0,44.72662075739865,
1,3,2000,96,8,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,50.0,37.64674812964722,
1,4,2000,96,8,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,140.0,66.93343512647161,
1,5,2000,96,8,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,54.0,36.72223284261457,
1,1,3000,96,8,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,173.0,63.157254602414,
1,2,3000,96,8,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,144.0,79.46848896001335,
1,3,3000,96,8,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,103.0,72.85940693180949,
1,4,3000,96,8,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,191.0,119.66453500263748,
1,5,3000,96,8,12,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,124.0,75.03061502403352,
1,1,1000,96,12,8,2026-01-01T06:00:00Z,0,,,,,3.0,3.0,1.0,1.0,101.0,4.884055988720874,
1,2,1000,96,12,8,2026-01-01T06:00:00Z,0,,,,,3.0,3.0,1.0,1.0,34.0,5.833354657887664,
1,3,1000,96,12,8,2026-01-01T06:00:00Z,0,,,,,3.0,3.0,1.0,2.0,73.0,7.919702857599887,
1,4,1000,96,12,8,2026-01-01T06:00:00Z,0,,,,,3.0,3.0,1.0,1.0,56.0,5.690935860681556,
1,5,1000,96,12,8,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,178.0,39.5743320376949,
1,1,2000,96,12,8,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,366.0,96.30142051412074,
1,2,2000,96,12,8,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,327.0,101.33755795276568,
1,3,2000,96,12,8,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,359.0,98.39168685748268,
1,4,2000,96,12,8,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,318.0,113.53542579343718,
1,5,2000,96,12,8,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,346.0,105.11036375925258,
1,1,3000,96,12,8,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,505.0,163.91848499630004,
1,2,3000,96,12,8,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,459.0,162.86944578166603,
1,3,3000,96,12,8,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,495.0,164.56648729225734,
1,4,3000,96,12,8,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,427.0,176.77118838438213,
1,5,3000,96,12,8,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,462.0,162.746714110419,
1,1,1000,120,6,20,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,61.0,27.70035726195559,
1,2,1000,120,6,20,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,35.0,9.67651916375928,
1,3,1000,120,6,20,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,35.0,13.350379144567114,
1,4,1000,120,6,20,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,87.0,30.58483575464963,
1,5,1000,120,6,20,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,53.0,34.75324918590648,
1,1,2000,120,6,20,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,154.0,82.90079296833197,
1,2,2000,120,6,20,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,143.0,45.55267284899453,
1,3,2000,120,6,20,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,109.0,52.06409248394023,
1,4,2000,120,6,20,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,184.0,83.33688343531958,
1,5,2000,120,6,20,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,140.0,92.03228218407986,
1,1,3000,120,6,20,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,235.0,135.88610464312512,
1,2,3000,120,6,20,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,215.0,82.5738121160106,
1,3,3000,120,6,20,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,178.0,97.1555991406485,
1,4,3000,120,6,20,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,277.0,138.70865327993064,
1,5,3000,120,6,20,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,243.0,152.19229519945208,
1,1,1000,120,8,15,2026-01-01T06:00:00Z,0,,,,,3.0,3.0,2.0,2.0,87.0,13.978037658234832,
1,2,1000,120,8,15,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,182.0,40.39696239457872,
1,3,1000,120,8,15,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,183.0,38.47411475935889,
1,4,1000,120,8,15,2026-01-01T06:00:00Z,0,,,,,3.0,3.0,2.0,2.0,106.0,15.779250761597972,
1,5,1000,120,8,15,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,178.0,45.24205073478332,
1,1,2000,120,8,15,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,366.0,92.15462139474747,
1,2,2000,120,8,15,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,338.0,104.97290191474602,
1,3,2000,120,8,15,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,341.0,105.08665353026376,
1,4,2000,120,8,15,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,358.0,106.86448141472778,
1,5,2000,120,8,15,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,343.0,116.17124820485003,
1,1,3000,120,8,15,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,490.0,151.82849468824486,
1,2,3000,120,8,15,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,471.0,166.81866802873796,
1,3,3000,120,8,15,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,470.0,171.44301129095342,
1,4,3000,120,8,15,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,489.0,163.81298071757223,
1,5,3000,120,8,15,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,474.0,177.25554270197821,
1,1,1000,120,12,10,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,146.0,25.145220918118248,
1,2,1000,120,12,10,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,118.0,35.059026796029165,
1,3,1000,120,12,10,2026-01-01T06:00:00Z,0,,,,,2.0,2.0,1.0,1.0,8.0,1.2498501317627273,
1,4,1000,120,12,10,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,163.0,32.81570159549308,
1,5,1000,120,12,10,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,95.0,24.914045623961627,
1,1,2000,120,12,10,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,266.0,74.49896357951413,
1,2,2000,120,12,10,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,259.0,92.61336834871165,
1,3,2000,120,12,10,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,213.0,62.19497135881201,
1,4,2000,120,12,10,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,312.0,87.6230184247144,
1,5,2000,120,12,10,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,213.0,70.44208167201774,
1,1,3000,120,12,10,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,385.0,126.01209640743309,
1,2,3000,120,12,10,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,349.0,143.17988099138213,
1,3,3000,120,12,10,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,317.0,110.92829466236839,
1,4,3000,120,12,10,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,429.0,142.0631636476689,
1,5,3000,120,12,10,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,320.0,119.09082782356353,
1,1,1000,144,6,24,2026-01-01T06:00:00Z,1,78.0,0.2754575049626533,1.1449054748546283,17.24137931034483,1.0,1.0,0.0,0.0,0.0,0.0,0.21088830000007874
1,2,1000,144,6,24,2026-01-01T06:00:00Z,1,70.0,0.2575258295470653,0.7188965150239843,9.523809523809524,1.0,1.0,0.0,0.0,0.0,0.0,0.12637570000151754
1,3,1000,144,6,24,2026-01-01T06:00:00Z,1,46.0,0.3012199175431226,3.21753442420981,10.526315789473685,1.0,1.0,0.0,0.0,0.0,0.0,0.06738509999922826
1,4,1000,144,6,24,2026-01-01T06:00:00Z,0,,,,,3.0,3.0,0.0,2.0,0.0,7.898693960215759,
1,5,1000,144,6,24,2026-01-01T06:00:00Z,1,159.0,0.39397917555949147,2.553218992550234,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.7582826999969257
1,1,2000,144,6,24,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,22.0,19.40847696120511,
1,2,2000,144,6,24,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,17.0,12.878053076994874,
1,3,2000,144,6,24,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,0.0,1.0,0.0,11.234665126536719,
1,4,2000,144,6,24,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,36.0,35.21726745215767,
1,5,2000,144,6,24,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,0.0,1.0,0.0,24.03424700714467,
1,1,3000,144,6,24,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,62.0,43.07293721075369,
1,2,3000,144,6,24,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,43.0,34.23074452942433,
1,3,3000,144,6,24,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,13.0,29.40175820711317,
1,4,3000,144,6,24,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,81.0,63.38935438627709,
1,5,3000,144,6,24,2026-01-01T06:00:00Z,0,,,,,1.0,1.0,1.0,1.0,40.0,57.35300405101847,
1,1,1000,144,8,18,2026-01-01T06:00:00Z,0,,,,,4.0,4.0,2.0,2.0,125.0,11.392884035576039,
1,2,1000,144,8,18,2026-01-01T06:00:00Z,0,,,,,4.0,4.0,2.0,1.0,82.0,19.373308266041384,
1,3,1000,144,8,18,2026-01-01T06:00:00Z,0,,,,,4.0,4.0,1.0,1.0,110.0,14.539864226570444,
